,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,2,Stacey Augmon,SF,6-8,205,"August 1, 1968",United States,13,UNLV
1,11,Andre Barrett,PG,5-10,172,"February 21, 1982",United States,R,Seton Hall
2,4,Tony Battie,C,6-11,230,"February 11, 1976",United States,7,Texas Tech
3,7,Michael Bradley,PF,6-10,245,"April 18, 1979",United States,3,"Kentucky, Villanova"
4,13,Kelvin Cato,C,6-11,255,"August 26, 1974",United States,7,"University of South Alabama, Iowa State"
5,1,Doug Christie,SG,6-6,200,"May 9, 1970",United States,12,Pepperdine
6,55,Andrew DeClercq,C,6-10,230,"February 1, 1973",United States,9,Florida
7,3,Steve Francis,PG,6-3,195,"February 21, 1977",United States,5,Maryland
8,8,Pat Garrity,PF,6-9,238,"August 23, 1976",United States,6,Notre Dame
9,33,Grant Hill,SF,6-8,225,"October 5, 1972",United States,9,Duke
10,12,Dwight Howard,PF,6-10,265,"December 8, 1985",United States,R,
11,34,Brandon Hunter,PF,6-7,260,"November 24, 1980",United States,1,Ohio University
12,7,Mark Jones,SF,6-6,215,"May 25, 1975",United States,R,"Minnesota, Central Florida"
13,41,Mario Kasun,C,7-1,260,"April 5, 1980",Croatia,R,
14,5,Cuttino Mobley,SG,6-4,190,"September 1, 1975",United States,6,Rhode Island
15,14,Jameer Nelson,PG,6-0,190,"February 9, 1982",United States,R,Saint Joseph's
16,9,DeShawn Stevenson,SG,6-5,210,"April 3, 1981",United States,4,
17,15,Hedo Turkoglu,SF,6-10,220,"March 19, 1979",Turkey,4,
