,StatType,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,OppeFG%,OppTOV%,DRB%,OppFT/FGA,Arena,Attendance
0,Team,53,29,53,29,4.77,0.19,4.96,115.5,110.7,97.9,0.279,0.519,0.542,12.0,22.8,0.221,0.525,13.4,74.4,0.21,Toyota Center,740392
1,Lg Rank,5,25,5,5,5.0,13.0,5.0,2.0,17.0,26.0,6.0,1.0,4.0,9.0,14.0,3.0,18.0,7.0,28.0,25.0,,16
