,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,42,Elton Brand,PF,6-8,275,"March 11, 1979",United States,7,Duke
1,19,Sam Cassell,PG,6-3,185,"November 18, 1969",United States,13,Florida State
2,21,Doug Christie,SG,6-6,200,"May 9, 1970",United States,14,Pepperdine
3,10,Will Conroy,PG,6-2,195,"December 8, 1982",United States,R,Washington
4,40,Paul Davis,C,6-11,270,"July 21, 1984",United States,R,Michigan State
5,3,Daniel Ewing,PG,6-3,185,"March 26, 1983",United States,1,Duke
6,1,Jason Hart,PG,6-3,185,"April 29, 1978",United States,5,Syracuse
7,7,Luke Jackson,SF,6-7,215,"November 6, 1981",United States,2,Oregon
8,35,Chris Kaman,C,7-0,265,"April 28, 1982",United States,3,Central Michigan University
9,8,Yaroslav Korolev,SF,6-9,203,"May 7, 1987",Russia,1,
10,14,Shaun Livingston,PG,6-7,192,"September 11, 1985",United States,2,
11,50,Corey Maggette,SF,6-6,218,"November 12, 1979",United States,7,Duke
12,5,Cuttino Mobley,SG,6-4,190,"September 1, 1975",United States,8,Rhode Island
13,13,Quinton Ross,SG,6-6,195,"April 30, 1981",United States,2,SMU
14,15,James Singleton,PF,6-8,216,"July 20, 1981",United States,1,Murray State
15,2,Tim Thomas,PF,6-10,230,"February 26, 1977",United States,9,Villanova
16,22,Von Wafer,SF,6-5,210,"July 21, 1985",United States,1,Florida State
17,34,Aaron Williams,PF,6-9,220,"October 2, 1971",United States,12,Xavier
18,24,Alvin Williams,PG,6-5,185,"August 6, 1974",United States,8,Villanova
