,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,42,Alexis Ajinca,C,7-2,248,"May 6, 1988",France,6,
1,3,Omer Asik,C,7-0,255,"July 4, 1986",Turkey,6,
2,21,Anthony Brown,SF,6-7,210,"October 10, 1992",United States,1,Stanford
3,18,Omri Casspi,PF,6-9,225,"June 22, 1988",Israel,7,
4,22,Quinn Cook,PG,6-1,180,"March 23, 1993",United States,R,Duke
5,0,DeMarcus Cousins,C,6-10,270,"August 13, 1990",United States,6,Kentucky
6,4,Jordan Crawford,SG,6-4,195,"October 23, 1988",United States,4,"Indiana, Xavier"
7,33,Dante Cunningham,PF,6-8,230,"April 22, 1987",United States,7,Villanova
8,23,Anthony Davis,C,6-10,253,"March 11, 1993",United States,4,Kentucky
9,13,Cheick Diallo,PF,6-8,219,"September 13, 1996",Mali,R,Kansas
10,1,Tyreke Evans,SF,6-6,220,"September 19, 1989",United States,7,Memphis
11,2,Tim Frazier,PG,6-0,170,"November 1, 1990",United States,2,Penn State
12,10,Langston Galloway,PG,6-1,200,"December 9, 1991",United States,2,Saint Joseph's
13,8,Archie Goodwin,SG,6-5,200,"August 17, 1994",United States,3,Kentucky
14,24,Buddy Hield,SG,6-4,220,"December 17, 1992",Bahamas,R,Oklahoma
15,44,Solomon Hill,SF,6-6,226,"March 18, 1991",United States,3,Arizona
16,11,Jrue Holiday,PG,6-3,205,"June 12, 1990",United States,7,UCLA
17,1,Jarrett Jack,PG,6-3,200,"October 28, 1983",United States,11,Georgia Tech
18,9,Terrence Jones,PF,6-9,252,"January 9, 1992",United States,4,Kentucky
19,55,E'Twaun Moore,SG,6-3,191,"February 25, 1989",United States,5,Purdue
20,12,Donatas Motiejunas,PF,7-0,222,"September 20, 1990",Lithuania,4,
21,25,Wayne Selden,SG,6-5,230,"September 30, 1994",United States,R,Kansas
22,5,Lance Stephenson,SG,6-6,230,"September 5, 1990",United States,6,Cincinnati
23,32,Hollis Thompson,SG,6-8,206,"April 3, 1991",United States,3,Georgetown
24,10,Axel Toupane,SF,6-7,197,"July 23, 1992",France,1,
25,5,Reggie Williams,SF,6-6,205,"September 14, 1986",United States,6,Virginia Military Institute
