Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2020-21,19.0,TOT,NBA,"PG,SG",51.0,888.0,11.1,0.507,0.278,0.262,3.4,18.4,10.7,15.2,1.2,1.0,13.2,19.6,-0.3,0.7,0.4,0.021,-2.9,-0.9,-3.8,-0.4
2020-21,19.0,DEN,NBA,PG,25.0,233.0,7.7,0.49,0.3,0.2,4.9,19.4,12.2,7.7,1.1,0.8,14.4,14.3,-0.1,0.2,0.1,0.03,-4.5,-1.0,-5.6,-0.2
2020-21,19.0,ORL,NBA,SG,26.0,655.0,12.3,0.511,0.273,0.277,2.9,18.0,10.2,17.8,1.2,1.1,12.9,21.5,-0.2,0.5,0.2,0.018,-2.3,-0.9,-3.2,-0.2
2021-22,20.0,ORL,NBA,SG,22.0,417.0,10.3,0.508,0.41,0.306,2.0,15.5,8.7,19.7,1.3,0.9,17.2,20.3,-0.2,0.2,0.0,0.001,-2.2,-1.2,-3.4,-0.1
Career,,,NBA,,73.0,1305.0,10.9,0.507,0.319,0.276,3.0,17.5,10.1,16.6,1.2,1.0,14.5,19.8,-0.5,0.9,0.4,0.015,-2.7,-1.0,-3.7,-0.6
,,,,,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,ORL,NBA,,48.0,1072.0,11.6,0.51,0.322,0.287,2.5,17.1,9.6,18.6,1.2,1.0,14.5,21.0,-0.4,0.7,0.3,0.011,-2.3,-1.0,-3.3,-0.3
1 season,,DEN,NBA,,25.0,233.0,7.7,0.49,0.3,0.2,4.9,19.4,12.2,7.7,1.1,0.8,14.4,14.3,-0.1,0.2,0.1,0.03,-4.5,-1.0,-5.6,-0.2
