,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,9,Chucky Atkins,PG,5-11,160,"August 14, 1974",United States,5,South Florida
1,15,Tony Bobbitt,SG,6-4,190,"October 22, 1979",United States,R,Cincinnati
2,5,Tierre Brown,PG,6-2,189,"June 3, 1979",United States,3,McNeese State University
3,8,Kobe Bryant,SG,6-6,212,"August 23, 1978",United States,8,
4,1,Caron Butler,SF,6-7,228,"March 13, 1980",United States,2,UConn
5,43,Brian Cook,C,6-9,234,"December 4, 1980",United States,1,Illinois
6,12,Vlade Divac,C,7-1,243,"February 3, 1968",Serbia,15,
7,3,Devean George,SF,6-8,220,"August 29, 1977",United States,5,Augsburg College
8,55,Brian Grant,C,6-9,254,"March 5, 1972",United States,10,Xavier
9,20,Jumaine Jones,SF,6-8,218,"February 10, 1979",United States,5,Georgia
10,14,Stanislav Medvedenko,PF,6-10,250,"April 4, 1979",Ukraine,4,
11,31,Chris Mihm,C,7-0,265,"July 16, 1979",United States,4,Texas
12,7,Lamar Odom,PF,6-10,220,"November 6, 1979",United States,5,Rhode Island
13,21,Kareem Rush,SG,6-6,215,"October 30, 1980",United States,2,Missouri
14,18,Sasha Vujacic,SG,6-7,195,"March 8, 1984",Slovenia,R,
15,4,Luke Walton,SF,6-8,235,"March 28, 1980",United States,1,Arizona
