,StatType,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,OppeFG%,OppTOV%,DRB%,OppFT/FGA,Arena,Attendance
0,Team,53,19,50,22,6.24,-0.26,5.97,111.1,105.0,100.9,0.264,0.421,0.536,13.1,21.3,0.21,0.502,14.6,76.7,0.202,Scotiabank Arena,633456
1,Lg Rank,2,28,4,4,4.0,21.0,4.0,14.0,2.0,12.0,13.0,6.0,8.0,18.0,24.0,9.0,2.0,2.0,22.0,15.0,,5
