,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,13,David Andersen,C,6-11,245,"June 23, 1980",Australia,R,
1,1,Trevor Ariza,SF,6-8,215,"June 30, 1985",United States,5,UCLA
2,3,Hilton Armstrong,C,6-11,235,"November 11, 1984",United States,3,UConn
3,31,Shane Battier,SG,6-8,220,"September 9, 1978",United States,8,Duke
4,0,Aaron Brooks,PG,6-0,161,"January 14, 1985",United States,2,Oregon
5,10,Chase Budinger,SF,6-7,209,"May 22, 1988",United States,R,Arizona
6,5,Will Conroy,PG,6-2,195,"December 8, 1982",United States,1,Washington
7,43,Brian Cook,PF,6-9,234,"December 4, 1980",United States,6,Illinois
8,15,Joey Dorsey,PF,6-8,268,"December 16, 1983",United States,1,Memphis
9,33,Mike Harris,PF,6-6,240,"June 15, 1983",United States,1,Rice University
10,44,Chuck Hayes,C,6-6,240,"June 11, 1983",United States,4,Kentucky
11,27,Jordan Hill,PF,6-10,235,"July 27, 1987",United States,R,Arizona
12,20,Jared Jeffries,SF,6-11,230,"November 25, 1981",United States,7,Indiana
13,14,Carl Landry,PF,6-9,248,"September 19, 1983",United States,2,"Vincennes University, Purdue"
14,7,Kyle Lowry,PG,6-0,196,"March 25, 1986",United States,3,Villanova
15,12,Kevin Martin,SG,6-7,199,"February 1, 1983",United States,5,Western Carolina University
16,3,Tracy McGrady,SG,6-8,210,"May 24, 1979",United States,12,
17,21,Pops Mensah-Bonsu,PF,6-9,240,"September 7, 1983",United Kingdom,2,George Washington
18,4,Luis Scola,PF,6-9,240,"April 30, 1980",Argentina,2,
19,8,Jermaine Taylor,SG,6-4,210,"December 8, 1986",United States,R,Central Florida
20,2,Garrett Temple,SG,6-5,195,"May 8, 1986",United States,R,LSU
