,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,2016-17,21.0,TOR,NBA,C,54.0,4.0,11.6,1.2,2.1,0.583,0.0,0.0,,1.2,2.1,0.583,0.583,0.6,1.1,0.544,1.4,1.6,3.1,0.2,0.3,0.4,0.5,2.1,3.1
1,2017-18,22.0,TOR,NBA,C,82.0,0.0,18.6,3.1,4.7,0.659,0.0,0.0,0.5,3.1,4.7,0.66,0.66,0.7,1.2,0.594,2.0,2.8,4.8,0.7,0.5,1.2,1.0,2.6,6.9
2,2018-19,23.0,SAS,NBA,C,77.0,24.0,16.5,2.4,3.8,0.645,0.0,0.0,,2.4,3.8,0.645,0.645,0.6,1.2,0.533,2.3,3.0,5.3,1.2,0.4,0.9,0.6,1.6,5.5
3,2019-20,24.0,SAS,NBA,C,66.0,18.0,17.7,2.5,4.0,0.624,0.0,0.0,,2.5,4.0,0.624,0.624,0.6,1.3,0.465,2.0,3.7,5.7,1.8,0.6,1.4,0.8,1.9,5.6
4,2020-21,25.0,SAS,NBA,C,69.0,51.0,26.7,3.8,6.2,0.616,0.0,0.0,,3.8,6.2,0.616,0.616,0.9,1.8,0.508,3.2,4.8,7.9,1.9,0.7,1.8,1.2,2.5,8.6
5,2021-22,26.0,SAS,NBA,C,4.0,4.0,32.0,7.8,10.8,0.721,0.0,0.0,,7.8,10.8,0.721,0.721,0.5,1.8,0.286,6.3,4.5,10.8,3.5,1.0,1.3,2.0,3.0,16.0
6,Career,,,NBA,,352.0,101.0,18.7,2.8,4.3,0.634,0.0,0.0,0.5,2.8,4.3,0.634,0.634,0.7,1.3,0.525,2.3,3.2,5.5,1.2,0.5,1.2,0.9,2.2,6.2
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,4 seasons,,SAS,NBA,,216.0,97.0,20.4,3.0,4.8,0.631,0.0,0.0,,3.0,4.8,0.631,0.631,0.7,1.4,0.498,2.6,3.8,6.4,1.7,0.5,1.3,0.9,2.0,6.7
9,2 seasons,,TOR,NBA,,136.0,4.0,15.8,2.4,3.7,0.641,0.0,0.0,0.5,2.3,3.7,0.642,0.642,0.7,1.2,0.576,1.8,2.3,4.1,0.5,0.4,0.9,0.8,2.4,5.4
