,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,50,Joel Anthony,C,6-9,245,"August 9, 1982",Canada,1,UNLV
1,5,Marcus Banks,PG,6-2,200,"November 19, 1981",United States,5,UNLV
2,30,Michael Beasley,PF,6-9,235,"January 9, 1989",United States,R,Kansas State
3,15,Mark Blount,C,7-0,230,"November 30, 1975",United States,8,Pitt
4,6,Mario Chalmers,PG,6-2,190,"May 19, 1986",United States,R,Kansas
5,14,Daequan Cook,SF,6-5,205,"April 28, 1987",United States,1,Ohio State
6,9,Yakhouba Diawara,SF,6-7,225,"August 29, 1982",France,2,Pepperdine
7,40,Udonis Haslem,PF,6-8,235,"June 9, 1980",United States,5,Florida
8,13,Luther Head,SG,6-3,185,"November 26, 1982",United States,3,Illinois
9,22,James Jones,SF,6-8,218,"October 4, 1980",United States,5,Miami (FL)
10,8,Shaun Livingston,PG,6-7,192,"September 11, 1985",United States,3,
11,21,Jamaal Magloire,C,6-11,259,"May 21, 1978",Canada,8,Kentucky
12,7,Shawn Marion,SF,6-7,220,"May 7, 1978",United States,9,"Vincennes University, UNLV"
13,8,Jamario Moon,SF,6-8,205,"June 13, 1980",United States,1,Meridian Community College
14,7,Jermaine O'Neal,C,6-11,226,"October 13, 1978",United States,12,
15,11,Chris Quinn,PG,6-2,185,"September 27, 1983",United States,2,Notre Dame
16,3,Dwyane Wade,SG,6-4,220,"January 17, 1982",United States,5,Marquette
17,1,Dorell Wright,SF,6-9,205,"December 2, 1985",United States,4,
