,StatType,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Team,82.0,20030,2924,6368,0.459,231,669,0.345,2693,5699,0.473,1770,2274,0.778,980,2455,3435,1901,599,422,1290,1819,7849
1,Team/G,,244.3,35.7,77.7,0.459,2.8,8.2,0.345,32.8,69.5,0.473,21.6,27.7,0.778,12.0,29.9,41.9,23.2,7.3,5.1,15.7,22.2,95.7
2,Lg Rank,,1,18,26,6.0,30,30,21.0,3,4,12.0,5,7,8.0,17,13,17,5,18,14,24,12,19
3,Year/Year,,1.1%,3.8%,-3.2%,0.031,-29.8%,-34.7%,0.024,8.2%,2.6%,0.025,-2.1%,-1.2%,-0.007,-14.7%,1.6%,-3.6%,15.0%,0.8%,12.2%,-4.0%,0.2%,1.0%
4,Opponent,82.0,20030,2936,6618,0.444,485,1317,0.368,2451,5301,0.462,1555,2041,0.762,986,2255,3241,1732,638,393,1122,1934,7912
5,Opponent/G,,244.3,35.8,80.7,0.444,5.9,16.1,0.368,29.9,64.6,0.462,19.0,24.9,0.762,12.0,27.5,39.5,21.1,7.8,4.8,13.7,23.6,96.5
6,Lg Rank,,1,14,16,12.0,22,17,27.0,12,15,10.0,9,10,21.0,18,3,3,13,23,13,23,8,12
7,Year/Year,,1.1%,-4.5%,-1.0%,-0.016,7.3%,4.9%,0.008,-6.6%,-2.4%,-0.021,0.6%,-2.2%,0.021,-4.6%,-4.4%,-4.4%,-7.6%,-7.9%,-10.1%,0.0%,3.9%,-2.9%
