,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,12,LaMarcus Aldridge,PF,6-11,250,"July 19, 1985",United States,2,Texas
1,88,Nicolas Batum,SF,6-8,230,"December 14, 1988",France,R,
2,4,Jerryd Bayless,PG,6-3,200,"August 20, 1988",United States,R,Arizona
3,2,Steve Blake,PG,6-3,172,"February 26, 1980",United States,5,Maryland
4,1,Ike Diogu,PF,6-8,250,"September 11, 1983",United States,3,Arizona State
5,5,Rudy Fernandez,SG,6-6,185,"April 4, 1985",Spain,R,
6,44,Channing Frye,PF,7-0,255,"May 17, 1983",United States,3,Arizona
7,52,Greg Oden,C,7-0,250,"January 22, 1988",United States,R,Ohio State
8,25,Travis Outlaw,SF,6-9,210,"September 18, 1984",United States,5,
9,10,Joel Przybilla,C,7-1,255,"October 10, 1979",United States,8,Minnesota
10,42,Shavlik Randolph,PF,6-10,240,"November 24, 1983",United States,3,Duke
11,11,Sergio Rodriguez,PG,6-3,176,"June 12, 1986",Spain,2,
12,7,Brandon Roy,SG,6-6,215,"July 23, 1984",United States,2,Washington
13,51,Michael Ruffin,PF,6-9,246,"January 21, 1977",United States,8,Tulsa
14,8,Martell Webster,SF,6-7,230,"December 4, 1986",United States,3,
