,StatType,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Team,82.0,19905,3223,6875,0.469,344,1020,0.337,2879,5855,0.492,1614,2202,0.733,1070,2496,3566,1543,645,399,1248,1655,8404
1,Team/G,,242.7,39.3,83.8,0.469,4.2,12.4,0.337,35.1,71.4,0.492,19.7,26.9,0.733,13.0,30.4,43.5,18.8,7.9,4.9,15.2,20.2,102.5
2,Lg Rank,,2,4,7,9.0,30,30,26.0,1,1,13.0,8,4,25.0,1,18,4,29,7,18,27,12,7
3,Year/Year,,0.5%,12.5%,8.9%,0.015,-13.6%,-7.8%,-0.023,16.7%,12.5%,0.018,2.8%,6.0%,-0.023,26.3%,6.8%,12.0%,8.4%,4.9%,3.6%,-0.3%,-6.9%,9.2%
4,Opponent,82.0,19905,3277,6849,0.478,572,1618,0.354,2705,5231,0.517,1402,1858,0.755,907,2349,3256,1875,635,501,1165,1840,8528
5,Opponent/G,,242.7,40.0,83.5,0.478,7.0,19.7,0.354,33.0,63.8,0.517,17.1,22.7,0.755,11.1,28.6,39.7,22.9,7.7,6.1,14.2,22.4,104.0
6,Lg Rank,,2,27,24,24.0,25,26,15.0,25,14,28.0,7,7,12.0,15,2,7,23,24,28,17,2,24
7,Year/Year,,0.5%,8.6%,7.4%,0.005,6.7%,7.2%,-0.002,9.0%,7.5%,0.007,-10.9%,-9.1%,-0.016,7.7%,-3.4%,-0.5%,8.1%,0.5%,13.1%,-2.4%,3.0%,4.7%
