,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,2,Steve Blake,PG,6-3,172,"February 26, 1980",United States,6,Maryland
1,6,Bobby Brown,PG,6-2,175,"September 24, 1984",United States,1,Cal State Fullerton
2,45,Rasual Butler,SF,6-7,215,"May 23, 1979",United States,7,La Salle
3,23,Marcus Camby,PF,6-11,220,"March 22, 1974",United States,13,UMass
4,25,Mardy Collins,SG,6-6,220,"August 4, 1984",United States,3,Temple
5,44,JamesOn Curry,PG,6-3,190,"January 7, 1986",United States,R,Oklahoma State
6,1,Baron Davis,PG,6-3,209,"April 13, 1979",United States,10,UCLA
7,31,Ricky Davis,SF,6-6,195,"September 23, 1979",United States,11,Iowa
8,0,Drew Gooden,PF,6-10,250,"September 24, 1981",United States,7,Kansas
9,10,Eric Gordon,SG,6-3,215,"December 25, 1988",United States,1,Indiana
10,9,DeAndre Jordan,C,6-11,265,"July 21, 1988",United States,1,Texas A&M
11,35,Chris Kaman,C,7-0,265,"April 28, 1982",United States,6,Central Michigan University
12,20,Steve Novak,SF,6-10,225,"June 13, 1983",United States,3,Marquette
13,34,Travis Outlaw,SF,6-9,210,"September 18, 1984",United States,6,
14,21,Kareem Rush,SG,6-6,215,"October 30, 1980",United States,6,Missouri
15,8,Brian Skinner,PF,6-9,255,"May 19, 1976",United States,11,Baylor
16,5,Craig Smith,PF,6-7,250,"November 10, 1983",United States,3,Boston College
17,3,Sebastian Telfair,PG,6-0,165,"June 9, 1985",United States,5,
18,12,Al Thornton,SF,6-8,220,"December 7, 1983",United States,2,Florida State
