Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2017-18,20.0,LAL,NBA,PG,52.0,50.0,34.2,3.9,10.8,0.36,1.7,5.7,0.305,2.2,5.2,0.42,0.44,0.6,1.4,0.451,1.3,5.6,6.9,7.2,1.7,0.8,2.6,2.3,10.2
2018-19,21.0,LAL,NBA,PG,47.0,45.0,30.3,3.9,9.7,0.406,1.6,4.9,0.329,2.3,4.9,0.482,0.488,0.4,1.0,0.417,1.1,4.2,5.3,5.4,1.5,0.4,2.2,2.4,9.9
2019-20,22.0,NOP,NBA,PG,63.0,54.0,32.1,4.4,10.9,0.403,2.3,6.3,0.375,2.0,4.6,0.442,0.511,0.7,1.2,0.566,1.1,5.0,6.1,7.0,1.4,0.6,3.1,2.0,11.8
2020-21,23.0,NOP,NBA,PG,55.0,55.0,31.8,5.3,12.7,0.414,3.1,8.3,0.378,2.1,4.5,0.482,0.537,0.9,1.2,0.781,0.6,4.2,4.8,5.7,1.5,0.6,2.2,1.9,14.6
2021-22,24.0,CHI,NBA,PG,12.0,12.0,35.0,4.3,11.0,0.394,2.9,6.9,0.422,1.4,4.1,0.347,0.527,0.4,0.5,0.833,0.8,4.5,5.3,4.4,1.8,0.8,2.3,2.1,12.0
Career,,,NBA,,229.0,216.0,32.3,4.4,11.1,0.397,2.3,6.4,0.357,2.1,4.7,0.45,0.499,0.7,1.2,0.566,1.0,4.7,5.8,6.3,1.5,0.6,2.5,2.1,11.7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,NOP,NBA,,118.0,109.0,32.0,4.8,11.8,0.409,2.7,7.2,0.376,2.1,4.6,0.46,0.524,0.8,1.2,0.664,0.9,4.6,5.5,6.4,1.4,0.6,2.7,2.0,13.1
2 seasons,,LAL,NBA,,99.0,95.0,32.4,3.9,10.3,0.38,1.7,5.3,0.315,2.3,5.0,0.449,0.461,0.5,1.2,0.437,1.2,4.9,6.2,6.4,1.6,0.6,2.4,2.3,10.0
1 season,,CHI,NBA,,12.0,12.0,35.0,4.3,11.0,0.394,2.9,6.9,0.422,1.4,4.1,0.347,0.527,0.4,0.5,0.833,0.8,4.5,5.3,4.4,1.8,0.8,2.3,2.1,12.0
