,StatType,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Team,82.0,19855,3244,7256,0.447,704,2022,0.348,2540,5234,0.485,1364,1731,0.788,983,2723,3706,1786,581,455,1139,1668,8556
1,Team/G,,242.1,39.6,88.5,0.447,8.6,24.7,0.348,31.0,63.8,0.485,16.6,21.1,0.788,12.0,33.2,45.2,21.8,7.1,5.5,13.9,20.3,104.3
2,Lg Rank,,7,8,3,23.0,24,21,21.0,8,4,28.0,26,28,10.0,3,17,5,19,23,4,17,19,18
3,Year/Year,,0.3%,7.3%,5.4%,0.008,15.4%,14.8%,0.002,5.3%,2.1%,0.015,-3.3%,-1.3%,-0.017,15.6%,-2.3%,1.9%,6.2%,24.4%,-2.4%,3.6%,3.2%,6.1%
4,Opponent,82.0,19855,3259,7163,0.455,806,2313,0.348,2453,4850,0.506,1533,1988,0.771,953,2715,3668,1786,615,377,1060,1516,8857
5,Opponent/G,,242.1,39.7,87.4,0.455,9.8,28.2,0.348,29.9,59.1,0.506,18.7,24.2,0.771,11.6,33.1,44.7,21.8,7.5,4.6,12.9,18.5,108.0
6,Lg Rank,,7,22,24,13.0,15,23,7.0,19,16,20.0,22,22,13.0,29,14,26,8,15,10,25,29,23
7,Year/Year,,0.3%,4.7%,1.8%,0.012,28.8%,25.8%,0.008,-1.4%,-6.7%,0.027,6.8%,4.4%,0.017,7.1%,-0.7%,1.2%,4.9%,4.4%,9.9%,14.3%,-0.3%,6.9%
