Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2015-16,19.0,MIN,NBA,PG,37.0,0.0,15.5,1.5,4.2,0.359,0.4,1.4,0.302,1.1,2.8,0.388,0.41,0.8,1.1,0.718,0.2,1.1,1.3,2.9,0.8,0.1,0.9,0.9,4.2
2016-17,20.0,MIN,NBA,PG,60.0,0.0,12.9,1.3,3.0,0.414,0.4,1.2,0.356,0.8,1.8,0.454,0.486,0.6,0.7,0.767,0.2,1.0,1.1,2.6,0.8,0.1,0.6,0.8,3.5
2017-18,21.0,MIN,NBA,PG,82.0,11.0,17.9,1.8,4.0,0.457,0.5,1.6,0.349,1.3,2.4,0.528,0.526,0.9,1.0,0.877,0.2,1.4,1.6,2.8,1.2,0.1,0.7,1.3,5.1
2018-19,22.0,MIN,NBA,PG,68.0,23.0,22.9,2.7,6.6,0.415,0.6,1.9,0.317,2.1,4.7,0.453,0.46,0.9,1.0,0.841,0.3,1.6,2.0,4.8,1.2,0.1,0.7,1.1,6.9
2019-20,23.0,MEM,NBA,PG,65.0,6.0,19.0,3.0,6.6,0.459,0.7,1.9,0.379,2.3,4.7,0.492,0.514,0.7,0.9,0.741,0.1,1.4,1.6,4.4,0.9,0.1,0.8,0.7,7.4
2020-21,24.0,MEM,NBA,PG,70.0,9.0,17.5,2.5,5.9,0.431,0.6,2.0,0.321,1.9,3.9,0.487,0.485,0.6,0.6,0.911,0.3,1.7,2.0,3.7,0.9,0.1,0.7,0.4,6.3
2021-22,25.0,MEM,NBA,PG,20.0,1.0,16.1,2.4,4.9,0.49,0.9,2.0,0.462,1.5,3.0,0.508,0.582,0.5,0.6,0.818,0.2,2.0,2.1,3.3,0.6,0.1,0.6,0.4,6.2
Career,,,NBA,,402.0,50.0,17.8,2.2,5.1,0.433,0.6,1.7,0.346,1.6,3.4,0.477,0.491,0.7,0.9,0.818,0.2,1.4,1.7,3.6,1.0,0.1,0.7,0.9,5.7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,MIN,NBA,,247.0,34.0,17.7,1.9,4.5,0.419,0.5,1.5,0.333,1.4,3.0,0.464,0.477,0.8,0.9,0.819,0.2,1.3,1.5,3.3,1.0,0.1,0.7,1.1,5.1
3 seasons,,MEM,NBA,,155.0,16.0,17.9,2.7,6.1,0.45,0.7,2.0,0.363,2.0,4.1,0.491,0.509,0.6,0.7,0.816,0.2,1.6,1.8,3.9,0.9,0.1,0.7,0.5,6.8
