Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2019-20,20.0,POR,NBA,C,9.0,0.0,3.7,0.4,1.1,0.4,0.0,0.0,,0.4,1.1,0.4,0.4,0.3,0.9,0.375,0.3,1.2,1.6,0.1,0.1,0.1,0.3,0.8,1.2
2020-21,21.0,OKC,NBA,C,43.0,32.0,21.4,3.4,6.2,0.545,0.0,0.0,,3.4,6.2,0.545,0.545,1.8,2.9,0.619,3.6,5.3,8.9,0.2,0.7,1.1,1.0,2.2,8.6
2021-22,22.0,DAL,NBA,C,7.0,1.0,4.1,0.4,0.6,0.75,0.0,0.0,,0.4,0.6,0.75,0.75,0.3,0.9,0.333,0.1,0.9,1.0,0.0,0.1,0.3,0.3,0.9,1.1
Career,,,NBA,,59.0,33.0,16.6,2.6,4.8,0.543,0.0,0.0,,2.6,4.8,0.543,0.543,1.4,2.4,0.593,2.7,4.2,6.8,0.2,0.6,0.8,0.8,1.8,6.6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 season,,OKC,NBA,,43.0,32.0,21.4,3.4,6.2,0.545,0.0,0.0,,3.4,6.2,0.545,0.545,1.8,2.9,0.619,3.6,5.3,8.9,0.2,0.7,1.1,1.0,2.2,8.6
1 season,,POR,NBA,,9.0,0.0,3.7,0.4,1.1,0.4,0.0,0.0,,0.4,1.1,0.4,0.4,0.3,0.9,0.375,0.3,1.2,1.6,0.1,0.1,0.1,0.3,0.8,1.2
1 season,,DAL,NBA,,7.0,1.0,4.1,0.4,0.6,0.75,0.0,0.0,,0.4,0.6,0.75,0.75,0.3,0.9,0.333,0.1,0.9,1.0,0.0,0.1,0.3,0.3,0.9,1.1
