Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2020-21,22.0,MEM,NBA,C,18,1,10.1,1.1,3.2,0.333,0.6,1.8,0.303,0.5,1.3,0.375,0.421,0.5,0.6,0.818,0.3,1.0,1.3,0.4,0.3,0.4,0.1,1.1,3.2
2021-22,23.0,MEM,NBA,C,3,0,7.0,0.0,2.3,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,0.7,1.7,0.0,1.0,0.7,0.3,0.3,0.0
Career,,,NBA,,21,1,9.7,0.9,3.0,0.297,0.5,1.8,0.27,0.4,1.3,0.333,0.375,0.4,0.5,0.818,0.4,1.0,1.4,0.4,0.4,0.5,0.1,1.0,2.7
