,StatType,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Team,82.0,19855,2875,6511,0.442,429,1283,0.334,2446,5228,0.468,1470,2028,0.725,1002,2533,3535,1681,576,389,1211,1691,7649
1,Team/G,,242.1,35.1,79.4,0.442,5.2,15.6,0.334,29.8,63.8,0.468,17.9,24.7,0.725,12.2,30.9,43.1,20.5,7.0,4.7,14.8,20.6,93.3
2,Lg Rank,,7,14,18,15.0,12,10,24.0,14,21,9.0,17,13,26.0,14,8,7,18,25,17,13,7,13
3,Year/Year,,0.5%,-6.1%,-6.2%,0.001,0.9%,3.9%,-0.01,-7.2%,-8.4%,0.006,-20.7%,-14.9%,-0.053,-22.0%,-0.5%,-7.7%,-1.8%,-3.0%,-23.1%,-6.5%,-5.3%,-8.9%
4,Opponent,82.0,19855,2948,6630,0.445,414,1107,0.374,2534,5523,0.459,1399,1875,0.746,981,2532,3513,1762,666,418,1145,1801,7709
5,Opponent/G,,242.1,36.0,80.9,0.445,5.0,13.5,0.374,30.9,67.4,0.459,17.1,22.9,0.746,12.0,30.9,42.8,21.5,8.1,5.1,14.0,22.0,94.0
6,Lg Rank,,7,17,18,19.0,9,6,28.0,21,26,15.0,7,8,11.0,12,23,18,17,19,16,22,11,14
7,Year/Year,,0.5%,-9.0%,-7.6%,-0.007,-5.5%,-5.9%,0.002,-9.6%,-7.9%,-0.008,-11.2%,-10.0%,-0.01,-18.5%,6.0%,-2.2%,-8.9%,-6.2%,-14.9%,2.1%,-7.0%,-9.2%
