,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,9,Maceo Baston,PF,6-9,215,"May 29, 1975",United States,3,Michigan
1,6,Marquis Daniels,SF,6-6,200,"January 7, 1981",United States,5,Auburn
2,12,Travis Diener,PG,6-1,175,"March 1, 1982",United States,3,Marquette
3,17,Mike Dunleavy,SG,6-9,230,"September 15, 1980",United States,6,Duke
4,5,TJ Ford,PG,6-0,165,"March 24, 1983",United States,4,Texas
5,10,Jeff Foster,C,6-11,236,"January 16, 1977",United States,9,Texas State University
6,23,Stephen Graham,SG,6-6,215,"June 11, 1982",United States,3,"Central Florida, Oklahoma State"
7,33,Danny Granger,SF,6-9,222,"April 20, 1983",United States,3,"Bradley, New Mexico"
8,55,Roy Hibbert,C,7-2,270,"December 11, 1986",United States,R,Georgetown
9,1,Jarrett Jack,SG,6-3,200,"October 28, 1983",United States,3,Georgia Tech
10,32,Josh McRoberts,PF,6-10,240,"February 28, 1987",United States,1,Duke
11,3,Troy Murphy,PF,6-11,245,"May 2, 1980",United States,7,Notre Dame
12,8,Rasho Nesterovic,C,7-0,248,"May 30, 1976",Slovenia,10,
13,25,Brandon Rush,SG,6-6,220,"July 7, 1985",United States,R,Kansas
