,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,9,Dairis Bertans,SG,6-4,200,"September 9, 1989",Latvia,R,
1,2,Ian Clark,SG,6-3,175,"March 7, 1991",United States,5,Belmont
2,23,Anthony Davis,C,6-10,253,"March 11, 1993",United States,6,Kentucky
3,13,Cheick Diallo,PF,6-8,219,"September 13, 1996",Mali,2,Kansas
4,10,Tim Frazier,PG,6-0,170,"November 1, 1990",United States,4,Penn State
5,1,Andrew Harrison,PG,6-6,213,"October 28, 1994",United States,2,Kentucky
6,44,Solomon Hill,SF,6-6,226,"March 18, 1991",United States,5,Arizona
7,11,Jrue Holiday,SG,6-3,205,"June 12, 1990",United States,9,UCLA
8,15,Frank Jackson,PG,6-3,205,"May 4, 1998",United States,R,Duke
9,3,Stanley Johnson,SF,6-6,242,"May 29, 1996",United States,3,Arizona
10,33,Wesley Johnson,SF,6-7,215,"July 11, 1987",United States,8,"Iowa State, Syracuse"
11,21,Darius Miller,SF,6-6,225,"March 21, 1990",United States,4,Kentucky
12,3,Nikola Mirotic,PF,6-10,250,"February 11, 1991",Montenegro,4,
13,55,E'Twaun Moore,SG,6-3,191,"February 25, 1989",United States,7,Purdue
14,8,Jahlil Okafor,C,6-10,270,"December 15, 1995",United States,3,Duke
15,4,Elfrid Payton,PG,6-3,195,"February 22, 1994",United States,4,Louisiana
16,30,Julius Randle,PF,6-8,250,"November 29, 1994",United States,4,Kentucky
17,14,Jason Smith,C,7-0,240,"March 2, 1986",United States,10,Colorado State
18,34,Kenrich Williams,SF,6-6,210,"December 2, 1994",United States,R,TCU
19,35,Christian Wood,PF,6-10,214,"September 27, 1995",United States,2,UNLV
