,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,21,Patrick Beverley,SG,6-1,180,"July 12, 1988",United States,5,Arkansas
1,11,Avery Bradley,SG,6-3,180,"November 26, 1990",United States,7,Texas
2,7,Sam Dekker,PF,6-9,230,"May 6, 1994",United States,2,Wisconsin
3,1,Jawun Evans,PG,6-0,185,"July 26, 1996",United States,R,Oklahoma State
4,8,Danilo Gallinari,SF,6-10,233,"August 8, 1988",Italy,8,
5,32,Blake Griffin,PF,6-9,250,"March 16, 1989",United States,7,Oklahoma
6,5,Montrezl Harrell,C,6-7,240,"January 26, 1994",United States,2,Louisville
7,34,Tobias Harris,PF,6-8,226,"July 15, 1992",United States,6,Tennessee
8,11,Brice Johnson,PF,6-10,230,"June 27, 1994",United States,1,UNC
9,33,Wesley Johnson,SF,6-7,215,"July 11, 1987",United States,7,"Iowa State, Syracuse"
10,6,DeAndre Jordan,C,6-11,265,"July 21, 1988",United States,9,Texas A&M
11,2,Sean Kilpatrick,SG,6-4,210,"January 6, 1990",United States,3,Cincinnati
12,51,Boban Marjanovic,C,7-4,290,"August 15, 1988",Serbia,2,
13,35,Willie Reed,C,6-10,220,"May 16, 1990",United States,2,Saint Louis
14,25,Austin Rivers,SG,6-4,200,"August 1, 1992",United States,5,Duke
15,4,Milos Teodosic,PG,6-5,196,"March 19, 1987",Serbia,R,
16,0,Sindarius Thornwell,SG,6-4,215,"November 15, 1994",United States,R,South Carolina
17,12,Tyrone Wallace,PG,6-5,198,"June 10, 1994",United States,R,California
18,9,CJ Williams,SG,6-5,226,"February 6, 1990",United States,R,NC State
19,23,Lou Williams,SG,6-1,175,"October 27, 1986",United States,12,
20,13,Jamil Wilson,SF,6-7,230,"November 21, 1990",United States,R,"Oregon, Marquette"
