,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,10,Jaylen Adams,PG,6-0,225,"May 4, 1996",United States,R,St. Bonaventure
1,1,Justin Anderson,SF,6-6,230,"November 19, 1993",United States,3,Virginia
2,24,Kent Bazemore,SG,6-4,195,"July 1, 1989",United States,6,Old Dominion
3,95,DeAndre' Bembry,SG,6-5,210,"July 4, 1994",United States,2,Saint Joseph's
4,15,Vince Carter,PF,6-6,220,"January 26, 1977",United States,20,UNC
5,20,John Collins,PF,6-9,235,"September 23, 1997",United States,1,Wake Forest
6,4,Deyonta Davis,C,6-11,237,"December 2, 1996",United States,2,Michigan State
7,14,Dewayne Dedmon,C,7-0,245,"August 12, 1989",United States,5,USC
8,2,Tyler Dorsey,SG,6-5,183,"February 18, 1996",United States,1,Oregon
9,5,Daniel Hamilton,SG,6-7,195,"August 8, 1995",United States,1,UConn
10,3,Kevin Huerter,SG,6-7,190,"August 27, 1998",United States,R,Maryland
11,8,Isaac Humphries,C,7-0,255,"January 5, 1998",Australia,R,Kentucky
12,5,BJ Johnson,SF,6-7,200,"December 21, 1995",United States,R,"Syracuse, La Salle"
13,25,Alex Len,C,7-0,250,"June 16, 1993",Ukraine,5,Maryland
14,7,Jeremy Lin,PG,6-3,200,"August 23, 1988",United States,8,Harvard University
15,18,Miles Plumlee,C,6-11,249,"September 1, 1988",United States,6,Duke
16,22,Alex Poythress,PF,6-9,235,"September 6, 1993",United States,2,Kentucky
17,12,Taurean Prince,SF,6-7,218,"March 22, 1994",United States,2,Baylor
18,8,Jordan Sibert,SG,6-4,187,"August 1, 1992",United States,R,"Ohio State, Dayton"
19,6,Omari Spellman,PF,6-8,245,"July 21, 1997",United States,R,Villanova
20,11,Trae Young,PG,6-1,180,"September 19, 1998",United States,R,Oklahoma
21,45,Tyler Zeller,C,7-0,253,"January 17, 1990",United States,6,UNC
