,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,9,Gilbert Arenas,PG,6-4,191,"January 6, 1982",United States,9,Arizona
1,24,Hilton Armstrong,C,6-11,235,"November 11, 1984",United States,4,UConn
2,0,Mike Bibby,PG,6-1,190,"May 13, 1978",United States,12,Arizona
3,7,Andray Blatche,PF,6-11,235,"August 22, 1986",United States,5,
4,35,Trevor Booker,PF,6-8,228,"November 25, 1987",United States,R,Clemson
5,15,Jordan Crawford,SG,6-4,195,"October 23, 1988",United States,R,"Indiana, Xavier"
6,6,Maurice Evans,SF,6-5,220,"November 8, 1978",United States,7,"Wichita State, Texas"
7,15,Alonzo Gee,SG,6-6,225,"May 29, 1987",United States,1,Alabama
8,12,Kirk Hinrich,SG,6-4,190,"January 2, 1981",United States,7,Kansas
9,5,Josh Howard,SF,6-7,210,"April 28, 1980",United States,7,Wake Forest
10,3,Lester Hudson,PG,6-3,190,"August 7, 1984",United States,1,University of Tennessee at Martin
11,12,Othyus Jeffers,SG,6-5,200,"August 5, 1985",United States,1,"University of Illinois at Chicago, Robert Morris University (IL)"
12,31,Yi Jianlian,PF,7-0,240,"October 27, 1987",China,3,
13,9,Rashard Lewis,SF,6-10,215,"August 8, 1979",United States,12,
14,20,Cartier Martin,SF,6-7,220,"November 20, 1984",United States,2,Kansas State
15,34,JaVale McGee,C,7-0,270,"January 19, 1988",United States,2,Nevada
16,55,Hamady N'Diaye,C,7-0,235,"January 12, 1987",Senegal,R,Rutgers University
17,32,Larry Owens,SF,6-7,210,"January 8, 1983",United States,R,Oral Roberts
18,13,Kevin Seraphin,PF,6-9,285,"December 7, 1989",French Guiana,R,
19,22,Mustafa Shakur,PG,6-3,190,"August 18, 1984",United States,R,Arizona
20,14,Al Thornton,SF,6-8,220,"December 7, 1983",United States,3,Florida State
21,2,John Wall,PG,6-3,210,"September 6, 1990",United States,R,Kentucky
22,1,Nick Young,SG,6-7,210,"June 1, 1985",United States,3,USC
