,StatType,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Team,82.0,19880,2978,6658,0.447,494,1404,0.352,2484,5254,0.473,1484,2133,0.696,1039,2529,3568,1708,625,353,1177,1781,7934
1,Team/G,,242.4,36.3,81.2,0.447,6.0,17.1,0.352,30.3,64.1,0.473,18.1,26.0,0.696,12.7,30.8,43.5,20.8,7.6,4.3,14.4,21.7,96.8
2,Lg Rank,,8,15,9,24.0,15,14,18.0,20,10,25.0,25,15,29.0,1,6,2,15,8,20,7,11,19
3,Year/Year,,0.3%,2.4%,3.8%,-0.006,-0.6%,-4.2%,0.013,3.0%,6.2%,-0.015,-12.1%,-8.0%,-0.033,8.3%,0.7%,2.8%,9.5%,10.2%,-9.9%,3.5%,2.8%,-0.8%
4,Opponent,82.0,19880,2838,6337,0.448,405,1231,0.329,2433,5106,0.476,1539,2096,0.734,807,2461,3268,1649,540,349,1254,1804,7620
5,Opponent/G,,242.4,34.6,77.3,0.448,4.9,15.0,0.329,29.7,62.3,0.476,18.8,25.6,0.734,9.8,30.0,39.9,20.1,6.6,4.3,15.3,22.0,92.9
6,Lg Rank,,8,7,6,8.0,3,6,1.0,9,12,10.0,11,11,3.0,2,14,8,9,5,10,10,16,5
7,Year/Year,,0.3%,-3.8%,-2.2%,-0.007,-11.8%,-4.6%,-0.026,-2.3%,-1.6%,-0.003,5.3%,6.4%,-0.008,0.0%,1.7%,1.2%,-1.0%,0.0%,-2.2%,16.2%,-2.1%,-2.5%
