,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,13,Maurice Ager,SG,6-5,202,"February 9, 1984",United States,2,Michigan State
1,20,Ryan Anderson,PF,6-9,240,"May 6, 1988",United States,R,California
2,2,Josh Boone,C,6-10,237,"November 21, 1984",United States,2,UConn
3,15,Vince Carter,SG,6-6,220,"January 26, 1977",United States,10,UNC
4,55,Keyon Dooling,PG,6-3,196,"May 8, 1980",United States,8,Missouri
5,17,Chris Douglas-Roberts,SG,6-7,200,"January 8, 1987",United States,R,Memphis
6,34,Devin Harris,PG,6-3,185,"February 27, 1983",United States,4,Wisconsin
7,44,Trenton Hassell,SF,6-5,200,"March 4, 1979",United States,7,Austin Peay State University
8,22,Jarvis Hayes,SF,6-7,220,"August 9, 1981",United States,5,"Western Carolina University, Georgia"
9,9,Yi Jianlian,PF,7-0,240,"October 27, 1987",China,1,
10,11,Brook Lopez,C,7-0,282,"April 1, 1988",United States,R,Stanford
11,14,Eduardo Najera,PF,6-8,240,"July 11, 1976",Mexico,8,Oklahoma
12,21,Bobby Simmons,SF,6-7,210,"June 2, 1980",United States,6,DePaul
13,6,Stromile Swift,PF,6-9,225,"November 21, 1979",United States,8,LSU
14,51,Sean Williams,PF,6-10,235,"September 13, 1986",United States,1,Boston College
