Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2019-20,23.0,CLE,NBA,PF,12,0,5.9,0.8,1.1,0.692,0.2,0.3,0.5,0.6,0.8,0.778,0.769,0.0,0.1,0.0,0.3,1.3,1.6,0.2,0.2,0.3,0.3,0.7,1.7
2020-21,24.0,CLE,NBA,PF,63,19,19.2,2.1,4.9,0.431,1.2,3.4,0.366,0.9,1.6,0.571,0.556,0.5,0.6,0.769,0.6,2.8,3.4,1.2,0.6,0.3,0.5,1.2,6.0
2021-22,25.0,CLE,NBA,PF,13,8,20.6,1.5,4.1,0.377,0.8,2.8,0.278,0.8,1.3,0.588,0.472,0.2,0.3,0.75,0.5,2.6,3.2,1.1,0.6,0.0,0.2,1.9,4.1
Career,,,NBA,,88,27,17.6,1.9,4.3,0.432,1.0,2.9,0.356,0.8,1.4,0.589,0.552,0.4,0.5,0.75,0.5,2.6,3.1,1.0,0.5,0.3,0.4,1.3,5.1
