Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2011-12,22.0,CHI,NBA,SG,42.0,0.0,8.5,0.8,1.9,0.405,0.0,0.3,0.182,0.7,1.6,0.441,0.418,1.0,1.3,0.768,0.5,0.8,1.3,0.3,0.3,0.1,0.3,0.5,2.6
2012-13,23.0,CHI,NBA,SF,82.0,20.0,26.0,2.9,6.2,0.467,0.5,1.3,0.381,2.4,5.0,0.489,0.506,2.3,2.8,0.803,1.7,2.3,4.0,1.4,1.0,0.4,0.8,1.2,8.6
2013-14,24.0,CHI,NBA,SG,67.0,67.0,38.7,4.1,10.3,0.397,1.0,3.6,0.283,3.1,6.8,0.457,0.446,3.9,5.0,0.769,1.3,3.6,4.9,2.6,1.9,0.5,1.5,1.6,13.1
2014-15,25.0,CHI,NBA,SG,65.0,65.0,38.7,6.5,14.0,0.462,1.1,3.0,0.378,5.4,11.1,0.484,0.502,5.9,7.1,0.834,1.8,4.1,5.8,3.3,1.8,0.6,1.4,1.7,20.0
2015-16,26.0,CHI,NBA,SG,67.0,67.0,36.9,7.0,15.4,0.454,1.0,3.1,0.312,6.1,12.4,0.489,0.485,5.9,7.1,0.832,1.2,4.2,5.3,4.8,1.6,0.6,2.0,1.9,20.9
2016-17,27.0,CHI,NBA,SF,76.0,75.0,37.0,7.5,16.5,0.455,1.2,3.3,0.367,6.3,13.2,0.477,0.492,7.7,8.9,0.865,1.7,4.5,6.2,5.5,1.9,0.4,2.1,1.5,23.9
2017-18,28.0,MIN,NBA,SG,59.0,59.0,36.7,7.4,15.6,0.474,1.2,3.4,0.35,6.2,12.2,0.509,0.512,6.2,7.2,0.854,1.3,4.0,5.3,4.9,2.0,0.4,1.8,1.3,22.2
2018-19,29.0,TOT,NBA,"SF,SG",65.0,65.0,33.6,6.4,13.9,0.462,1.0,3.0,0.347,5.4,10.9,0.494,0.499,4.8,5.6,0.855,1.9,3.4,5.3,4.0,1.9,0.6,1.5,1.7,18.7
2018-19,29.0,MIN,NBA,SG,10.0,10.0,36.1,7.4,15.7,0.471,1.7,4.5,0.378,5.7,11.2,0.509,0.525,4.8,6.1,0.787,1.6,3.6,5.2,4.3,2.4,1.0,1.4,1.8,21.3
2018-19,29.0,PHI,NBA,SF,55.0,55.0,33.2,6.3,13.6,0.461,0.9,2.7,0.338,5.3,10.9,0.491,0.494,4.8,5.5,0.868,1.9,3.4,5.3,4.0,1.8,0.5,1.5,1.7,18.2
2019-20,30.0,MIA,NBA,SF,58.0,58.0,33.8,5.9,13.1,0.455,0.5,2.1,0.244,5.4,11.0,0.495,0.474,7.6,9.1,0.834,1.8,4.8,6.7,6.0,1.8,0.6,2.2,1.4,19.9
2020-21,31.0,MIA,NBA,SF,52.0,52.0,33.6,7.0,14.2,0.497,0.5,2.0,0.245,6.6,12.2,0.538,0.514,6.9,8.0,0.863,1.8,5.1,6.9,7.1,2.1,0.3,2.1,1.4,21.5
2021-22,32.0,MIA,NBA,SF,9.0,9.0,34.8,8.6,16.2,0.527,0.3,1.4,0.231,8.2,14.8,0.556,0.538,7.2,8.6,0.844,2.0,4.1,6.1,5.2,2.3,0.3,2.2,2.4,24.7
Career,,,NBA,,642.0,537.0,33.1,5.7,12.4,0.459,0.8,2.5,0.327,4.9,9.8,0.493,0.493,5.3,6.3,0.838,1.5,3.7,5.3,4.0,1.6,0.5,1.6,1.4,17.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6 seasons,,CHI,NBA,,399.0,294.0,32.3,5.0,11.2,0.448,0.8,2.5,0.337,4.2,8.7,0.479,0.485,4.7,5.6,0.828,1.4,3.4,4.8,3.1,1.5,0.5,1.4,1.4,15.6
3 seasons,,MIA,NBA,,119.0,119.0,33.8,6.6,13.8,0.48,0.5,2.0,0.244,6.1,11.8,0.52,0.498,7.2,8.6,0.847,1.8,4.9,6.7,6.4,1.9,0.4,2.2,1.5,21.0
2 seasons,,MIN,NBA,,69.0,69.0,36.6,7.4,15.6,0.474,1.3,3.6,0.355,6.1,12.1,0.509,0.514,6.0,7.0,0.846,1.4,3.9,5.3,4.8,2.0,0.5,1.8,1.4,22.0
1 season,,PHI,NBA,,55.0,55.0,33.2,6.3,13.6,0.461,0.9,2.7,0.338,5.3,10.9,0.491,0.494,4.8,5.5,0.868,1.9,3.4,5.3,4.0,1.8,0.5,1.5,1.7,18.2
