,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,2014-15,20.0,HOU,NBA,C,12.0,0.0,7.5,1.2,2.4,0.483,0.0,0.0,,1.2,2.4,0.483,0.483,0.3,1.9,0.174,0.8,2.2,3.0,0.2,0.1,0.8,0.4,1.2,2.7
1,2015-16,21.0,HOU,NBA,C,77.0,35.0,19.1,3.0,5.2,0.582,0.0,0.0,0.0,3.0,5.1,0.583,0.582,1.0,2.7,0.379,2.5,3.9,6.4,0.6,0.8,1.2,0.8,2.5,7.0
2,2016-17,22.0,HOU,NBA,C,65.0,59.0,23.9,5.6,8.7,0.643,0.0,0.0,,5.6,8.7,0.643,0.643,1.4,2.7,0.531,2.7,5.4,8.1,1.0,0.5,1.2,1.3,2.8,12.6
3,2017-18,23.0,HOU,NBA,C,74.0,74.0,27.5,6.0,9.1,0.652,0.0,0.0,0.0,6.0,9.1,0.653,0.652,1.9,3.5,0.56,3.3,7.6,10.8,0.9,0.8,1.9,1.4,2.5,13.9
4,2018-19,24.0,HOU,NBA,C,67.0,67.0,33.6,7.1,10.9,0.648,0.0,0.0,,7.1,10.9,0.648,0.648,2.5,3.9,0.636,4.4,8.2,12.7,1.4,0.7,1.5,1.4,2.5,16.6
5,2019-20,25.0,HOU,NBA,C,39.0,39.0,32.8,6.3,9.9,0.629,0.0,0.0,,6.3,9.9,0.629,0.629,1.4,2.7,0.529,4.3,9.5,13.8,1.2,0.8,1.8,1.6,2.6,13.9
6,2020-21,26.0,ATL,NBA,C,63.0,63.0,30.1,6.6,11.0,0.594,0.0,0.0,,6.6,11.0,0.594,0.594,2.1,3.6,0.573,4.7,9.6,14.3,0.8,0.7,2.0,1.2,2.3,15.2
7,2021-22,27.0,ATL,NBA,C,4.0,4.0,25.8,3.8,7.3,0.517,0.0,0.0,,3.8,7.3,0.517,0.517,0.3,1.3,0.2,3.8,8.0,11.8,0.5,0.8,2.0,1.0,2.3,7.8
8,Career,,,NBA,,401.0,341.0,26.6,5.5,8.8,0.625,0.0,0.0,0.0,5.5,8.7,0.626,0.625,1.7,3.2,0.533,3.5,7.0,10.5,0.9,0.7,1.6,1.2,2.5,12.6
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,6 seasons,,HOU,NBA,,334.0,274.0,26.0,5.3,8.3,0.634,0.0,0.0,0.0,5.3,8.3,0.635,0.634,1.6,3.1,0.526,3.3,6.4,9.7,1.0,0.7,1.5,1.2,2.5,12.2
11,2 seasons,,ATL,NBA,,67.0,67.0,29.9,6.4,10.8,0.591,0.0,0.0,,6.4,10.8,0.591,0.591,2.0,3.5,0.565,4.7,9.5,14.2,0.8,0.7,2.0,1.1,2.3,14.7
