,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,0,Al-Farouq Aminu,SF,6-8,220,"September 21, 1990",United States,2,Wake Forest
1,17,Lou Amundson,PF,6-9,220,"December 7, 1982",United States,6,UNLV
2,33,Ryan Anderson,PF,6-9,240,"May 6, 1988",United States,4,California
3,23,Anthony Davis,PF,6-10,253,"March 11, 1993",United States,R,Kentucky
4,10,Eric Gordon,SG,6-3,215,"December 25, 1988",United States,4,Indiana
5,12,Terrel Harris,SG,6-5,190,"August 10, 1987",United States,1,Oklahoma State
6,4,Xavier Henry,SF,6-6,220,"March 15, 1991",Belgium,2,Kansas
7,15,Robin Lopez,C,7-0,281,"April 1, 1988",United States,4,Stanford
8,8,Roger Mason,SG,6-5,200,"September 10, 1980",United States,8,Virginia
9,5,Dominic McGuire,SF,6-9,220,"October 20, 1985",United States,5,"California, Fresno State"
10,2,Darius Miller,SF,6-6,225,"March 21, 1990",United States,R,Kentucky
11,25,Austin Rivers,SG,6-4,200,"August 1, 1992",United States,R,Duke
12,22,Brian Roberts,PG,6-1,173,"December 3, 1985",United States,R,Dayton
13,20,Henry Sims,C,6-10,248,"March 27, 1990",United States,R,Georgetown
14,12,Donald Sloan,PG,6-3,205,"January 15, 1988",United States,1,Texas A&M
15,14,Jason Smith,C,7-0,240,"March 2, 1986",United States,4,Colorado State
16,42,Lance Thomas,SF,6-8,240,"April 24, 1988",United States,1,Duke
17,21,Greivis Vasquez,PG,6-6,217,"January 16, 1987",Venezuela,2,Maryland
18,1,Hakim Warrick,PF,6-9,219,"July 8, 1982",United States,7,Syracuse
