,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,30,Earl Barron,C,7-0,250,"August 14, 1981",United States,7,Memphis
1,2,Eric Bledsoe,PG,6-1,214,"December 9, 1989",United States,4,Kentucky
2,25,Reggie Bullock,SF,6-6,205,"March 16, 1991",United States,1,UNC
3,10,Seth Curry,PG,6-2,185,"August 23, 1990",United States,1,"Liberty, Duke"
4,1,Goran Dragic,SG,6-3,190,"May 6, 1986",Slovenia,6,
5,10,Zoran Dragic,SG,6-5,200,"June 22, 1989",Slovenia,R,
6,4,Tyler Ennis,PG,6-3,194,"August 24, 1994",Canada,R,Syracuse
7,20,Archie Goodwin,SG,6-5,200,"August 17, 1994",United States,1,Kentucky
8,14,Gerald Green,SG,6-6,205,"January 26, 1986",United States,7,
9,3,Brandon Knight,SG,6-2,182,"December 2, 1991",United States,3,Kentucky
10,21,Alex Len,C,7-0,250,"June 16, 1993",Ukraine,1,Maryland
11,8,Jerel McNeal,PG,6-3,200,"June 1, 1987",United States,R,Marquette
12,15,Marcus Morris,PF,6-8,218,"September 2, 1989",United States,3,Kansas
13,11,Markieff Morris,PF,6-9,245,"September 2, 1989",United States,3,Kansas
14,22,Miles Plumlee,C,6-11,249,"September 1, 1988",United States,2,Duke
15,1,AJ Price,PG,6-2,181,"October 7, 1986",United States,5,UConn
16,43,Shavlik Randolph,PF,6-10,240,"November 24, 1983",United States,7,Duke
17,3,Isaiah Thomas,PG,5-9,185,"February 7, 1989",United States,3,Washington
18,23,Marcus Thornton,SG,6-4,205,"June 5, 1987",United States,5,LSU
19,40,Anthony Tolliver,PF,6-8,240,"June 1, 1985",United States,6,Creighton
20,17,PJ Tucker,SF,6-5,245,"May 5, 1985",United States,3,Texas
21,12,TJ Warren,SF,6-8,220,"September 5, 1993",United States,R,NC State
22,32,Brandan Wright,PF,6-10,210,"October 5, 1987",United States,6,UNC
