,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,5,Marques Bolden,C,6-10,249,"April 17, 1998",United States,R,Duke
1,8,Jordan Clarkson,SG,6-4,194,"June 7, 1992",United States,5,"Tulsa, Missouri"
2,21,Tyler Cook,PF,6-8,255,"September 23, 1997",United States,R,Iowa
3,18,Matthew Dellavedova,PG,6-3,200,"September 8, 1990",Australia,6,Saint Mary's
4,3,Andre Drummond,C,6-10,279,"August 10, 1993",United States,7,UConn
5,1,Dante Exum,SG,6-5,214,"July 13, 1995",Australia,4,
6,10,Darius Garland,SG,6-1,192,"January 26, 2000",United States,R,Vanderbilt
7,31,John Henson,C,6-9,219,"December 28, 1990",United States,7,UNC
8,20,Brandon Knight,SG,6-2,182,"December 2, 1991",United States,7,Kentucky
9,0,Kevin Love,PF,6-8,251,"September 7, 1988",United States,11,UCLA
10,55,JP Macura,SG,6-5,203,"June 5, 1995",United States,1,Xavier
11,28,Alfonzo McKinnie,SF,6-7,215,"September 17, 1992",United States,2,Green Bay
12,31,Matt Mooney,SG,6-3,199,"February 7, 1997",United States,R,"Air Force, South Dakota, Texas Tech"
13,22,Larry Nance,PF,6-7,245,"January 1, 1993",United States,4,Wyoming
14,14,Malik Newman,SG,6-3,190,"February 21, 1997",United States,R,"Mississippi State, Kansas"
15,16,Cedi Osman,SF,6-7,230,"April 8, 1995",North Macedonia,2,
16,4,Kevin Porter,SF,6-4,203,"May 4, 2000",United States,R,USC
17,2,Collin Sexton,PG,6-1,190,"January 4, 1999",United States,1,Alabama
18,13,Tristan Thompson,PF,6-9,254,"March 13, 1991",Canada,8,Texas
19,32,Dean Wade,PF,6-9,228,"November 20, 1996",United States,R,Kansas State
20,41,Ante Zizic,C,6-10,266,"January 4, 1997",Croatia,2,
