,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,6,Arron Afflalo,SG,6-5,210,"October 15, 1985",United States,3,UCLA
1,11,Chris Andersen,C,6-10,245,"July 7, 1978",United States,8,Blinn College
2,15,Carmelo Anthony,SF,6-7,238,"May 29, 1984",United States,7,Syracuse
3,32,Renaldo Balkman,SF,6-8,208,"July 14, 1984",United States,4,South Carolina
4,1,Chauncey Billups,PG,6-3,202,"September 25, 1976",United States,13,Colorado
5,25,Anthony Carter,PG,6-1,190,"June 16, 1975",United States,11,Hawaii
6,21,Wilson Chandler,SF,6-8,235,"May 10, 1987",United States,3,DePaul
7,34,Melvin Ely,C,6-10,260,"May 2, 1978",United States,7,Fresno State
8,20,Raymond Felton,SG,6-1,205,"June 26, 1984",United States,5,UNC
9,0,Gary Forbes,SF,6-7,220,"February 25, 1985",Panama,R,"Virginia, UMass"
10,8,Danilo Gallinari,SF,6-10,233,"August 8, 1988",Italy,2,
11,7,Al Harrington,PF,6-9,230,"February 17, 1980",United States,12,
12,31,Nene Hilario,C,6-11,250,"September 13, 1982",Brazil,8,
13,41,Kosta Koufos,C,7-0,245,"February 24, 1989",United States,2,Ohio State
14,3,Ty Lawson,PG,5-11,195,"November 3, 1987",United States,1,UNC
15,4,Kenyon Martin,PF,6-9,234,"December 30, 1977",United States,10,Cincinnati
16,25,Timofey Mozgov,C,7-1,275,"July 16, 1986",Russia,R,
17,5,JR Smith,SF,6-6,225,"September 9, 1985",United States,6,
18,23,Shelden Williams,PF,6-9,250,"October 21, 1983",United States,4,Duke
