,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,2,Blake Ahearn,PG,6-2,190,"May 27, 1984",United States,2,Missouri State
1,19,Raja Bell,SG,6-5,204,"September 19, 1976",U.S. Virgin Islands,11,"Boston University, Florida International University"
2,10,Alec Burks,SG,6-6,214,"July 20, 1991",United States,R,Colorado
3,3,DeMarre Carroll,SF,6-6,215,"July 27, 1986",United States,2,"Vanderbilt, Missouri"
4,40,Jeremy Evans,SF,6-9,200,"October 24, 1987",United States,1,Western Kentucky
5,15,Derrick Favors,PF,6-9,265,"July 15, 1991",United States,1,Georgia Tech
6,5,Devin Harris,PG,6-3,185,"February 27, 1983",United States,7,Wisconsin
7,20,Gordon Hayward,SF,6-7,225,"March 23, 1990",United States,1,Butler
8,8,Josh Howard,SF,6-7,210,"April 28, 1980",United States,8,Wake Forest
9,25,Al Jefferson,C,6-10,289,"January 4, 1985",United States,7,
10,0,Enes Kanter,C,6-10,250,"May 20, 1992",Switzerland,R,
11,34,CJ Miles,SG,6-6,220,"March 18, 1987",United States,6,
12,24,Paul Millsap,PF,6-7,257,"February 10, 1985",United States,5,Louisiana Tech
13,6,Jamaal Tinsley,PG,6-3,195,"February 28, 1978",United States,8,Iowa State
14,11,Earl Watson,PG,6-1,195,"June 12, 1979",United States,10,UCLA
