,StatType,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Team,82.0,19805,2959,6526,0.453,621,1656,0.375,2338,4870,0.48,1531,1903,0.805,862,2662,3524,1662,548,355,1158,1553,8070
1,Team/G,,241.5,36.1,79.6,0.453,7.6,20.2,0.375,28.5,59.4,0.48,18.7,23.2,0.805,10.5,32.5,43.0,20.3,6.7,4.3,14.1,18.9,98.4
2,Lg Rank,,14,23,21,22.0,7,6,10.0,27,24,17.0,17,21,5.0,22,2,4,22,26,24,16,2,17
3,Year/Year,,0.4%,-1.5%,-2.6%,0.005,6.5%,-3.0%,0.033,-3.4%,-2.4%,-0.005,14.1%,3.0%,0.078,-14.0%,0.1%,-3.7%,-5.4%,-8.4%,-15.5%,2.9%,-3.5%,1.8%
4,Opponent,82.0,19805,2991,6735,0.444,464,1298,0.357,2527,5437,0.465,1296,1730,0.749,873,2399,3272,1620,588,435,1012,1689,7742
5,Opponent/G,,241.5,36.5,82.1,0.444,5.7,15.8,0.357,30.8,66.3,0.465,15.8,21.1,0.749,10.6,29.3,39.9,19.8,7.2,5.3,12.3,20.6,94.4
6,Lg Rank,,14,13,17,5.0,4,4,11.0,19,27,5.0,2,2,1.0,11,9,6,8,13,23,28,16,7
7,Year/Year,,0.4%,4.9%,2.1%,0.012,7.2%,9.4%,-0.008,4.5%,0.5%,0.018,-8.1%,-9.5%,0.012,-2.3%,-1.7%,-1.9%,4.7%,-5.5%,14.8%,-7.5%,4.6%,2.6%
