,StatType,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Team,82.0,19830,3249,6858,0.474,721,1877,0.384,2528,4981,0.508,1378,1733,0.795,840,2514,3354,1935,704,356,1110,1636,8597
1,Team/G,,241.8,39.6,83.6,0.474,8.8,22.9,0.384,30.8,60.7,0.508,16.8,21.1,0.795,10.2,30.7,40.9,23.6,8.6,4.3,13.5,20.0,104.8
2,Lg Rank,,15,2,11,4.0,8,12,2.0,10,19,6.0,20,23,3.0,22,23,26,6,5,21,3,10,8
3,Year/Year,,-0.8%,2.1%,-0.5%,0.012,19.0%,15.3%,0.012,-1.9%,-5.4%,0.018,4.2%,3.8%,0.003,9.5%,-5.8%,-2.4%,1.5%,8.6%,-21.6%,-3.0%,-3.7%,3.7%
4,Opponent,82.0,19830,3096,6673,0.464,678,1888,0.359,2418,4785,0.505,1530,2019,0.758,943,2569,3512,1808,635,288,1312,1633,8400
5,Opponent/G,,241.8,37.8,81.4,0.464,8.3,23.0,0.359,29.5,58.4,0.505,18.7,24.6,0.758,11.5,31.3,42.8,22.0,7.7,3.5,16.0,19.9,102.4
6,Lg Rank,,15,14,10,22.0,22,24,15.0,13,7,26.0,20,19,17.0,24,10,16,15,17,4,5,21,20
7,Year/Year,,-0.8%,0.9%,-3.1%,0.019,5.6%,5.5%,0.0,-0.3%,-6.2%,0.03,-2.3%,-2.9%,0.005,-4.3%,-6.6%,-6.0%,0.2%,-9.0%,-15.3%,9.2%,5.6%,0.7%
