,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,34,Giannis Antetokounmpo,PF,6-11,242,"December 6, 1994",Greece,4,
1,6,Eric Bledsoe,PG,6-1,214,"December 9, 1989",United States,7,Kentucky
2,24,Joel Bolomboy,PF,6-9,235,"January 28, 1994",Ukraine,1,Weber State
3,13,Malcolm Brogdon,PG,6-5,229,"December 11, 1992",United States,1,Virginia
4,23,Sterling Brown,SG,6-5,219,"February 10, 1995",United States,R,SMU
5,8,Matthew Dellavedova,PG,6-3,200,"September 8, 1990",Australia,4,Saint Mary's
6,31,John Henson,C,6-9,219,"December 28, 1990",United States,5,UNC
7,11,Brandon Jennings,PG,6-1,170,"September 23, 1989",United States,8,
8,9,Sean Kilpatrick,SG,6-4,210,"January 6, 1990",United States,3,Cincinnati
9,25,DeAndre Liggins,SG,6-6,209,"March 31, 1988",United States,4,Kentucky
10,7,Thon Maker,C,7-0,221,"February 25, 1997",South Sudan,1,
11,22,Khris Middleton,SF,6-7,222,"August 12, 1991",United States,5,Texas A&M
12,15,Greg Monroe,C,6-11,265,"June 4, 1990",United States,7,Georgetown
13,15,Shabazz Muhammad,SG,6-6,223,"November 13, 1992",United States,4,UCLA
14,0,Xavier Munford,SG,6-2,180,"June 1, 1992",United States,1,Rhode Island
15,12,Jabari Parker,PF,6-8,245,"March 15, 1995",United States,3,Duke
16,0,Gary Payton,PG,6-3,190,"December 1, 1992",United States,1,Oregon State
17,40,Marshall Plumlee,C,7-0,250,"July 14, 1992",United States,1,Duke
18,21,Tony Snell,SG,6-6,213,"November 10, 1991",United States,4,New Mexico
19,35,Mirza Teletovic,PF,6-9,242,"September 18, 1985",Bosnia & Herzegovina,5,
20,3,Jason Terry,SG,6-2,185,"September 15, 1977",United States,18,Arizona
21,20,Rashad Vaughn,SG,6-6,202,"August 16, 1996",United States,2,UNLV
22,5,DJ Wilson,PF,6-10,231,"February 19, 1996",United States,R,Michigan
23,44,Tyler Zeller,C,7-0,253,"January 17, 1990",United States,5,UNC
