,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,3,Grayson Allen,SG,6-4,198,"October 8, 1995",United States,1,Duke
1,1,Kyle Anderson,SF,6-9,230,"September 20, 1993",United States,5,UCLA
2,2,Jordan Bell,C,6-8,216,"January 7, 1995",United States,2,Oregon
3,24,Dillon Brooks,SG,6-7,225,"January 22, 1996",Canada,2,Oregon
4,5,Bruno Caboclo,C,6-9,218,"September 21, 1995",Brazil,5,
5,15,Brandon Clarke,PF,6-8,215,"September 19, 1996",Canada,R,"San Jose State, Gonzaga"
6,99,Jae Crowder,SF,6-6,235,"July 6, 1990",United States,7,Marquette
7,14,Gorgui Dieng,C,6-10,252,"January 18, 1990",Senegal,6,Louisville
8,23,Marko Guduric,SG,6-6,201,"March 8, 1995",Serbia,R,
9,5,Dusty Hannahs,SG,6-3,210,"September 2, 1993",United States,1,"Texas Tech, Arkansas"
10,44,Solomon Hill,PF,6-6,226,"March 18, 1991",United States,6,Arizona
11,13,Jaren Jackson,C,6-11,242,"September 15, 1999",United States,1,Michigan State
12,20,Josh Jackson,SF,6-8,207,"February 10, 1997",United States,2,Kansas
13,21,Tyus Jones,PG,6-0,196,"May 10, 1996",United States,4,Duke
14,46,John Konchar,SG,6-5,210,"March 22, 1996",United States,R,Purdue-Fort Wayne
15,0,De'Anthony Melton,PG,6-2,200,"May 28, 1998",United States,1,USC
16,12,Ja Morant,PG,6-3,174,"August 10, 1999",United States,R,Murray State
17,44,Anthony Tolliver,PF,6-8,240,"June 1, 1985",United States,11,Creighton
18,19,Jarrod Uthoff,PF,6-9,221,"May 19, 1993",United States,1,Iowa
19,17,Jonas Valanciunas,C,6-11,265,"May 6, 1992",Lithuania,7,
20,18,Yuta Watanabe,SF,6-9,215,"October 13, 1994",Japan,1,George Washington
