,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,6,Andrew Bogut,C,7-0,260,"November 28, 1984",Australia,6,Utah
1,40,Jon Brockman,PF,6-7,255,"March 20, 1987",United States,2,Washington
2,10,Carlos Delfino,SF,6-6,230,"August 29, 1982",Argentina,6,
3,17,Mike Dunleavy,SF,6-9,230,"September 15, 1980",United States,9,Duke
4,11,Monta Ellis,SG,6-3,185,"October 26, 1985",United States,6,
5,0,Drew Gooden,C,6-10,250,"September 24, 1981",United States,9,Kansas
6,15,Tobias Harris,SF,6-8,226,"July 15, 1992",United States,R,Tennessee
7,11,Darington Hobson,SG,6-7,210,"September 29, 1987",United States,R,New Mexico
8,7,Ersan Ilyasova,PF,6-9,235,"May 15, 1987",Turkey,3,
9,5,Stephen Jackson,SF,6-8,218,"April 5, 1978",United States,11,Butler County Community College
10,3,Brandon Jennings,PG,6-1,170,"September 23, 1989",United States,2,
11,30,Jon Leuer,PF,6-10,228,"May 14, 1989",United States,R,Wisconsin
12,9,Shaun Livingston,SG,6-7,192,"September 11, 1985",United States,6,
13,12,Luc Mbah a Moute,PF,6-8,230,"September 9, 1986",Cameroon,3,UCLA
14,8,Larry Sanders,PF,6-11,235,"November 21, 1988",United States,1,VCU
15,13,Ekpe Udoh,C,6-10,245,"May 20, 1987",United States,1,"Michigan, Baylor"
16,19,Beno Udrih,SG,6-3,205,"July 5, 1982",Slovenia,7,
