,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,2012-13,22.0,GSW,NBA,SF,79,1,13.4,1.1,3.3,0.327,0.2,0.8,0.209,0.9,2.4,0.368,0.354,0.6,0.7,0.818,0.7,2.6,3.3,0.7,0.5,0.3,0.6,2.0,2.9
1,2013-14,23.0,GSW,NBA,SF,82,12,21.9,2.3,5.6,0.407,0.7,2.0,0.333,1.6,3.6,0.449,0.467,1.0,1.5,0.667,1.0,3.9,5.0,1.9,1.2,0.9,1.1,2.8,6.2
2,2014-15,24.0,GSW,NBA,PF,79,79,31.5,4.3,9.7,0.443,1.4,4.2,0.337,2.9,5.5,0.523,0.516,1.7,2.5,0.66,1.4,6.7,8.2,3.7,1.6,1.3,1.7,3.2,11.7
3,2015-16,25.0,GSW,NBA,PF,81,81,34.7,5.0,10.1,0.49,1.2,3.2,0.388,3.7,6.9,0.537,0.551,2.8,4.1,0.696,1.7,7.8,9.5,7.4,1.5,1.4,3.2,3.0,14.0
4,2016-17,26.0,GSW,NBA,PF,76,76,32.5,3.6,8.6,0.418,1.1,3.5,0.308,2.5,5.1,0.494,0.481,2.0,2.8,0.709,1.3,6.6,7.9,7.0,2.0,1.4,2.4,2.9,10.2
5,2017-18,27.0,GSW,NBA,PF,70,70,32.7,4.0,8.8,0.454,1.1,3.7,0.301,2.9,5.2,0.562,0.516,1.9,2.5,0.775,1.1,6.6,7.6,7.3,1.4,1.3,2.9,2.6,11.0
6,2018-19,28.0,GSW,NBA,PF,66,66,31.3,2.8,6.4,0.445,0.7,2.5,0.285,2.1,3.9,0.549,0.501,1.0,1.4,0.692,0.9,6.4,7.3,6.9,1.4,1.1,2.6,3.0,7.4
7,2019-20,29.0,GSW,NBA,PF,43,43,28.4,2.9,7.3,0.389,0.8,3.0,0.279,2.0,4.3,0.465,0.446,1.5,1.9,0.759,0.5,5.7,6.2,6.2,1.4,0.8,2.3,2.6,8.0
8,2020-21,30.0,GSW,NBA,PF,63,63,31.5,2.7,6.0,0.447,0.5,2.0,0.27,2.2,4.0,0.535,0.492,1.1,1.4,0.795,0.9,6.3,7.1,8.9,1.7,0.8,3.0,3.1,7.0
9,2021-22,31.0,GSW,NBA,PF,4,4,32.5,3.8,6.5,0.577,0.5,0.8,0.667,3.3,5.8,0.565,0.615,1.5,4.3,0.353,1.5,5.8,7.3,6.8,1.3,0.3,2.8,3.0,9.5
10,Career,,,NBA,,643,495,28.5,3.2,7.3,0.437,0.9,2.7,0.316,2.3,4.6,0.509,0.496,1.5,2.1,0.711,1.1,5.8,6.9,5.3,1.4,1.0,2.2,2.8,8.8
