,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,13,Quincy Acy,PF,6-7,240,"October 6, 1990",United States,4,Baylor
1,13,Anthony Bennett,PF,6-8,245,"March 14, 1993",Canada,3,UNLV
2,44,Bojan Bogdanovic,SF,6-7,226,"April 18, 1989",Bosnia & Herzegovina,2,
3,35,Trevor Booker,PF,6-8,228,"November 25, 1987",United States,6,Clemson
4,8,Spencer Dinwiddie,PG,6-5,215,"April 6, 1993",United States,2,Colorado
5,10,Yogi Ferrell,PG,6-0,178,"May 9, 1993",United States,R,Indiana
6,2,Randy Foye,SG,6-4,213,"September 24, 1983",United States,10,Villanova
7,10,Archie Goodwin,SG,6-5,200,"August 17, 1994",United States,3,Kentucky
8,41,Justin Hamilton,C,7-0,260,"April 1, 1990",United States,2,"Iowa State, LSU"
9,12,Joe Harris,SG,6-6,220,"September 6, 1991",United States,2,Virginia
10,24,Rondae Hollis-Jefferson,SF,6-6,217,"January 3, 1995",United States,1,Arizona
11,6,Sean Kilpatrick,SG,6-4,210,"January 6, 1990",United States,2,Cincinnati
12,22,Caris LeVert,SF,6-6,205,"August 25, 1994",United States,R,Michigan
13,7,Jeremy Lin,PG,6-3,200,"August 23, 1988",United States,6,Harvard University
14,11,Brook Lopez,C,7-0,282,"April 1, 1988",United States,8,Stanford
15,1,Chris McCullough,PF,6-11,200,"February 5, 1995",United States,1,Syracuse
16,14,KJ McDaniels,SF,6-6,205,"February 9, 1993",United States,2,Clemson
17,44,Andrew Nicholson,PF,6-9,250,"December 8, 1989",Canada,4,St. Bonaventure
18,4,Luis Scola,PF,6-9,240,"April 30, 1980",Argentina,9,
19,21,Greivis Vasquez,PG,6-6,217,"January 16, 1987",Venezuela,6,Maryland
20,15,Isaiah Whitehead,PG,6-4,213,"March 8, 1995",United States,R,Seton Hall
