,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,12,LaMarcus Aldridge,PF,6-11,250,"July 19, 1985",United States,10,Texas
1,1,Kyle Anderson,SF,6-9,230,"September 20, 1993",United States,2,UCLA
2,30,Joel Anthony,C,6-9,245,"August 9, 1982",Canada,9,UNLV
3,42,Davis Bertans,PF,6-10,225,"November 12, 1992",Latvia,R,
4,3,Dewayne Dedmon,C,7-0,245,"August 12, 1989",United States,3,USC
5,11,Bryn Forbes,SG,6-2,205,"July 23, 1993",United States,R,Michigan State
6,16,Pau Gasol,C,7-0,250,"July 6, 1980",Spain,15,
7,20,Manu Ginobili,SG,6-6,205,"July 28, 1977",Argentina,14,
8,14,Danny Green,SG,6-6,215,"June 22, 1987",United States,7,UNC
9,27,Nicolas Laprovittola,PG,6-4,180,"January 31, 1990",Argentina,R,
10,10,David Lee,PF,6-9,245,"April 29, 1983",United States,11,Florida
11,2,Kawhi Leonard,SF,6-7,225,"June 29, 1991",United States,5,San Diego State
12,8,Patty Mills,PG,6-1,180,"August 11, 1988",Australia,7,Saint Mary's
13,5,Dejounte Murray,PG,6-4,180,"September 19, 1996",United States,R,Washington
14,9,Tony Parker,PG,6-2,185,"May 17, 1982",Belgium,15,
15,17,Jonathon Simmons,SG,6-6,195,"September 14, 1989",United States,1,Houston
