,StatType,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,OppeFG%,OppTOV%,DRB%,OppFT/FGA,Arena,Attendance
0,Team,23,59,23,59,-6.35,-0.33,-6.69,96.6,103.4,92.2,0.272,0.186,0.446,14.9,28.1,0.197,0.469,14.1,71.4,0.253,United Center,809177
1,Lg Rank,28,2,28,28,28.0,16.0,28.0,29.0,16.0,8.0,23.0,14.0,29.0,21.0,17.0,27.0,13.0,15.0,15.0,26.0,,3
