,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,15,Vince Carter,SG,6-6,220,"January 26, 1977",United States,7,UNC
1,35,Jason Collins,C,7-0,255,"December 2, 1978",United States,4,Stanford
2,44,Marc Jackson,C,6-10,270,"January 16, 1975",United States,5,"VCU, Temple"
3,24,Richard Jefferson,SF,6-7,233,"June 21, 1980",United States,4,Arizona
4,43,Linton Johnson,SF,6-8,205,"June 13, 1980",United States,2,Tulane
5,5,Jason Kidd,PG,6-4,205,"March 23, 1973",United States,11,California
6,12,Nenad Krstic,PF,7-0,240,"July 25, 1983",Serbia,1,
7,0,Jeff McInnis,SG,6-4,190,"October 22, 1974",United States,8,UNC
8,31,Lamond Murray,SF,6-7,236,"April 20, 1973",United States,10,California
9,7,Bostjan Nachbar,SF,6-9,221,"July 3, 1980",Slovenia,3,
10,34,Scott Padgett,PF,6-9,240,"April 19, 1976",United States,6,Kentucky
11,10,Zoran Planinic,PG,6-7,195,"September 12, 1982",Bosnia & Herzegovina,2,
12,30,Clifford Robinson,PF,6-10,225,"December 16, 1966",United States,16,UConn
13,41,John Thomas,C,6-9,265,"September 8, 1975",United States,4,Minnesota
14,11,Jacque Vaughn,SG,6-1,190,"February 11, 1975",United States,8,Kansas
15,21,Antoine Wright,SG,6-7,210,"February 6, 1984",United States,R,Texas A&M
16,2,Derrick Zimmerman,PG,6-3,195,"December 2, 1981",United States,R,Mississippi State
