,StatType,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,OppeFG%,OppTOV%,DRB%,OppFT/FGA,Arena,Attendance
0,Team,21,61,22,60,-7.35,0.24,-7.12,103.2,110.9,95.2,0.246,0.218,0.492,13.6,24.1,0.186,0.534,13.1,75.7,0.176,Barclays Center,620142
1,Lg Rank,28,3,28,28,28.0,6.0,28.0,27.0,29.0,19.0,27.0,28.0,21.0,21.0,15.0,28.0,30.0,16.0,19.0,1.0,,27
