,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,6,Alex Acker,SG,6-5,185,"January 21, 1983",United States,R,Pepperdine
1,30,Carlos Arroyo,PG,6-2,202,"July 30, 1979",Puerto Rico,4,Florida International University
2,1,Chauncey Billups,PG,6-3,202,"September 25, 1976",United States,8,Colorado
3,13,Kelvin Cato,C,6-11,255,"August 26, 1974",United States,8,"University of South Alabama, Iowa State"
4,34,Dale Davis,C,6-11,230,"March 25, 1969",United States,14,Clemson
5,20,Carlos Delfino,SG,6-6,230,"August 29, 1982",Argentina,1,
6,0,Tony Delk,PG,6-1,189,"January 28, 1974",United States,9,Kentucky
7,5,Maurice Evans,SG,6-5,220,"November 8, 1978",United States,2,"Wichita State, Texas"
8,32,Richard Hamilton,SG,6-6,185,"February 14, 1978",United States,6,UConn
9,10,Lindsey Hunter,PG,6-2,170,"December 3, 1970",United States,12,"Alcorn State, Jackson State University"
10,25,Amir Johnson,SF,6-9,240,"May 1, 1987",United States,R,
11,54,Jason Maxiell,PF,6-7,260,"February 18, 1983",United States,R,Cincinnati
12,24,Antonio McDyess,PF,6-9,220,"September 7, 1974",United States,9,Alabama
13,31,Darko Milicic,C,7-0,250,"June 20, 1985",Serbia,2,
14,22,Tayshaun Prince,SF,6-9,212,"February 28, 1980",United States,3,Kentucky
15,3,Ben Wallace,C,6-9,240,"September 10, 1974",United States,9,Virginia Union University
16,36,Rasheed Wallace,PF,6-10,225,"September 17, 1974",United States,10,UNC
