,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,6,Blake Ahearn,PG,6-2,190,"May 27, 1984",United States,R,Missouri State
1,50,Joel Anthony,PF,6-9,245,"August 9, 1982",Canada,R,UNLV
2,5,Marcus Banks,PG,6-2,200,"November 19, 1981",United States,4,UNLV
3,30,Earl Barron,C,7-0,250,"August 14, 1981",United States,2,Memphis
4,15,Mark Blount,C,7-0,230,"November 30, 1975",United States,7,Pitt
5,14,Daequan Cook,SG,6-5,205,"April 28, 1987",United States,R,Ohio State
6,31,Ricky Davis,SF,6-6,195,"September 23, 1979",United States,9,Iowa
7,7,Anfernee Hardaway,SF,6-7,195,"July 18, 1971",United States,13,Memphis
8,40,Udonis Haslem,PF,6-8,235,"June 9, 1980",United States,4,Florida
9,6,Luke Jackson,SF,6-7,215,"November 6, 1981",United States,3,Oregon
10,13,Alexander Johnson,PF,6-9,240,"February 8, 1983",United States,1,Florida State
11,21,Bobby Jones,SF,6-7,215,"January 9, 1984",United States,1,Washington
12,45,Stephane Lasme,PF,6-8,215,"December 17, 1982",Gabon,R,UMass
13,7,Shawn Marion,PF,6-7,220,"May 7, 1978",United States,8,"Vincennes University, UNLV"
14,33,Alonzo Mourning,C,6-10,240,"February 8, 1970",United States,14,Georgetown
15,32,Shaquille O'Neal,C,7-1,325,"March 6, 1972",United States,15,LSU
16,21,Smush Parker,PG,6-4,190,"June 1, 1981",United States,4,Fordham
17,12,Kasib Powell,SF,6-7,215,"March 18, 1981",United States,R,Texas Tech
18,11,Chris Quinn,PG,6-2,185,"September 27, 1983",United States,1,Notre Dame
19,3,Dwyane Wade,SG,6-4,220,"January 17, 1982",United States,4,Marquette
20,55,Jason Williams,PG,6-1,190,"November 18, 1975",United States,9,"Marshall, Florida"
21,1,Dorell Wright,SF,6-9,205,"December 2, 1985",United States,3,
