,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,11,Chris Andersen,C,6-10,245,"July 7, 1978",United States,12,Blinn College
1,30,Michael Beasley,PF,6-9,235,"January 9, 1989",United States,6,Kansas State
2,1,Chris Bosh,C,6-11,235,"March 24, 1984",United States,11,Georgia Tech
3,26,Shannon Brown,SG,6-4,205,"November 29, 1985",United States,8,Michigan State
4,15,Mario Chalmers,PG,6-2,190,"May 19, 1986",United States,6,Kansas
5,30,Norris Cole,PG,6-2,175,"October 13, 1988",United States,3,Cleveland State University
6,24,Andre Dawkins,SG,6-5,215,"September 19, 1991",United States,R,Duke
7,9,Luol Deng,SF,6-9,237,"April 16, 1985",South Sudan,10,Duke
8,7,Goran Dragic,PG,6-3,190,"May 6, 1986",Slovenia,6,
9,12,Zoran Dragic,SG,6-5,200,"June 22, 1989",Slovenia,R,
10,32,James Ennis,SF,6-6,215,"July 1, 1990",United States,R,Cal State Long Beach
11,22,Danny Granger,SF,6-9,222,"April 20, 1983",United States,9,"Bradley, New Mexico"
12,7,Justin Hamilton,C,7-0,260,"April 1, 1990",United States,1,"Iowa State, LSU"
13,40,Udonis Haslem,PF,6-8,235,"June 9, 1980",United States,11,Florida
14,8,Tyler Johnson,SG,6-3,186,"May 7, 1992",United States,R,Fresno State
15,4,Josh McRoberts,PF,6-10,240,"February 28, 1987",United States,7,Duke
16,13,Shabazz Napier,PG,6-0,175,"July 14, 1991",United States,R,UConn
17,3,Dwyane Wade,SG,6-4,220,"January 17, 1982",United States,11,Marquette
18,5,Henry Walker,SF,6-6,220,"October 9, 1987",United States,4,Kansas State
19,21,Hassan Whiteside,C,7-0,265,"June 13, 1989",United States,2,Marshall
20,43,Shawne Williams,SF,6-9,225,"February 16, 1986",United States,6,Memphis
