,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,11,JJ Barea,PG,5-10,180,"June 26, 1984",Puerto Rico,7,Northeastern University
1,13,Corey Brewer,SF,6-9,186,"March 5, 1986",United States,6,Florida
2,10,Chase Budinger,SF,6-7,209,"May 22, 1988",United States,4,Arizona
3,33,Dante Cunningham,PF,6-8,230,"April 22, 1987",United States,4,Villanova
4,5,Gorgui Dieng,C,6-10,252,"January 18, 1990",Senegal,R,Louisville
5,6,Robbie Hummel,SF,6-8,215,"March 8, 1989",United States,R,Purdue
6,0,Othyus Jeffers,SG,6-5,200,"August 5, 1985",United States,2,"University of Illinois at Chicago, Robert Morris University (IL)"
7,42,Kevin Love,PF,6-8,251,"September 7, 1988",United States,5,UCLA
8,23,Kevin Martin,SG,6-7,199,"February 1, 1983",United States,9,Western Carolina University
9,12,Luc Mbah a Moute,PF,6-8,230,"September 9, 1986",Cameroon,5,UCLA
10,15,Shabazz Muhammad,SG,6-6,223,"November 13, 1992",United States,R,UCLA
11,14,Nikola Pekovic,C,6-11,307,"January 3, 1986",Montenegro,3,
12,22,AJ Price,SG,6-2,181,"October 7, 1986",United States,4,UConn
13,9,Ricky Rubio,PG,6-3,190,"October 21, 1990",Spain,2,
14,1,Alexey Shved,SG,6-6,190,"December 16, 1988",Russia,1,
15,32,Ronny Turiaf,C,6-10,249,"January 13, 1983",Martinique,8,Gonzaga
16,7,Derrick Williams,PF,6-8,240,"May 25, 1991",United States,2,Arizona
