,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
0,2015-16,19.0,DET,NBA,SF,73.0,1687.0,8.7,0.46,0.342,0.17,3.6,16.7,9.9,10.8,1.6,0.5,15.0,19.6,-1.3,1.9,0.6,0.018,-3.5,0.2,-3.3,-0.5
1,2016-17,20.0,DET,NBA,SF,77.0,1371.0,7.2,0.436,0.422,0.145,2.8,12.7,7.5,10.5,2.1,1.5,15.5,14.8,-1.4,1.8,0.4,0.012,-4.4,1.4,-3.0,-0.3
2,2017-18,21.0,DET,NBA,SF,69.0,1894.0,9.0,0.48,0.418,0.259,1.9,13.0,7.3,8.5,2.5,0.7,11.0,16.4,-0.6,2.4,1.8,0.046,-4.0,1.1,-2.9,-0.4
3,2018-19,22.0,TOT,NBA,SF,66.0,1208.0,9.6,0.485,0.489,0.145,3.0,16.9,9.7,10.6,2.4,1.0,14.7,19.4,-1.1,1.6,0.5,0.021,-3.1,0.9,-2.2,0.0
4,2018-19,22.0,DET,NBA,SF,48.0,961.0,9.8,0.482,0.519,0.146,2.7,17.7,9.9,9.4,2.5,1.1,12.9,19.1,-0.7,1.4,0.7,0.034,-2.9,1.3,-1.6,0.1
5,2018-19,22.0,NOP,NBA,SF,18.0,247.0,8.9,0.496,0.374,0.143,3.8,13.7,8.8,15.1,2.3,0.3,21.2,20.4,-0.3,0.2,-0.1,-0.028,-3.9,-0.5,-4.5,-0.2
6,2019-20,23.0,TOR,NBA,PF,25.0,150.0,9.9,0.454,0.407,0.271,5.0,20.6,13.0,19.4,1.9,2.6,18.5,23.1,-0.3,0.3,0.0,0.014,-3.9,1.4,-2.6,0.0
7,2020-21,24.0,TOR,NBA,PF,61.0,1006.0,8.8,0.519,0.588,0.236,3.1,14.1,8.4,12.0,2.5,1.8,17.4,13.4,-0.1,1.1,1.0,0.048,-3.6,1.0,-2.6,-0.1
8,Career,,,NBA,,371.0,7316.0,8.7,0.472,0.429,0.193,2.9,14.7,8.6,10.4,2.2,1.0,14.4,17.1,-4.8,9.1,4.4,0.029,-3.8,0.9,-2.8,-1.5
9,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,4 seasons,,DET,NBA,,267.0,5913.0,8.6,0.466,0.413,0.187,2.7,14.8,8.5,9.7,2.1,0.9,13.5,17.4,-4.0,7.5,3.5,0.028,-3.8,1.0,-2.8,-1.2
11,2 seasons,,TOR,NBA,,86.0,1156.0,9.0,0.506,0.551,0.243,3.3,14.9,9.0,13.0,2.4,1.9,17.6,14.6,-0.4,1.4,1.0,0.043,-3.6,1.1,-2.6,-0.2
12,1 season,,NOP,NBA,,18.0,247.0,8.9,0.496,0.374,0.143,3.8,13.7,8.8,15.1,2.3,0.3,21.2,20.4,-0.3,0.2,-0.1,-0.028,-3.9,-0.5,-4.5,-0.2
