,StatType,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Team,82.0,19880,3140,6760,0.464,558,1498,0.372,2582,5262,0.491,1526,1870,0.816,834,2586,3420,1917,624,449,1059,1563,8364
1,Team/G,,242.4,38.3,82.4,0.464,6.8,18.3,0.372,31.5,64.2,0.491,18.6,22.8,0.816,10.2,31.5,41.7,23.4,7.6,5.5,12.9,19.1,102.0
2,Lg Rank,,5,11,14,12.0,10,13,5.0,15,15,15.0,16,25,1.0,24,10,17,3,10,6,3,1,11
3,Year/Year,,0.4%,0.4%,-0.1%,0.003,-2.3%,-8.2%,0.023,1.0%,2.4%,-0.007,0.7%,1.0%,-0.003,-8.3%,-0.3%,-2.4%,7.8%,5.6%,4.7%,1.5%,-2.3%,0.3%
4,Opponent,82.0,19880,3107,6805,0.457,525,1515,0.347,2582,5290,0.488,1402,1849,0.758,922,2592,3514,1659,563,337,1195,1652,8141
5,Opponent/G,,242.4,37.9,83.0,0.457,6.4,18.5,0.347,31.5,64.5,0.488,17.1,22.5,0.758,11.2,31.6,42.9,20.2,6.9,4.1,14.6,20.1,99.3
6,Lg Rank,,5,18,19,15.0,16,18,10.0,17,19,15.0,7,5,16.0,20,23,25,9,7,5,10,21,15
7,Year/Year,,0.4%,1.2%,0.8%,0.002,1.5%,9.9%,-0.028,1.1%,-1.5%,0.013,-7.9%,-3.0%,-0.04,4.3%,3.3%,3.6%,3.0%,-4.4%,0.9%,12.3%,0.4%,-0.5%
