,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,11,Esteban Batista,PF,6-10,270,"September 2, 1983",Uruguay,R,
1,1,Josh Childress,SF,6-8,210,"June 20, 1983",United States,1,Stanford
2,0,Tony Delk,SG,6-1,189,"January 28, 1974",United States,9,Kentucky
3,54,John Edwards,C,7-0,275,"July 31, 1981",United States,1,Kent State University
4,16,Anthony Grundy,SG,6-3,180,"April 15, 1979",United States,R,NC State
5,3,Al Harrington,PF,6-9,230,"February 17, 1980",United States,7,
6,36,Royal Ivey,PG,6-3,200,"December 20, 1981",United States,1,Texas
7,2,Joe Johnson,SG,6-7,240,"June 29, 1981",United States,4,Arkansas
8,10,Tyronn Lue,PG,6-0,175,"May 3, 1977",United States,7,Nebraska
9,27,Zaza Pachulia,C,6-11,270,"February 10, 1984",Georgia,2,
10,15,Donta Smith,SG,6-7,215,"November 27, 1983",United States,1,Southeastern Illinois College
11,5,Josh Smith,SF,6-9,225,"December 5, 1985",United States,1,
12,20,Salim Stoudamire,SG,6-1,179,"October 11, 1982",United States,R,Arizona
13,12,John Thomas,C,6-9,265,"September 8, 1975",United States,4,Minnesota
14,24,Marvin Williams,PF,6-8,237,"June 19, 1986",United States,R,UNC
