,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,6.0,LeBron James,PG,6-9,250,"December 30, 1984",us,18,
1,3.0,Anthony Davis,PF,6-10,253,"March 11, 1993",us,9,Kentucky
2,7.0,Carmelo Anthony,PF,6-7,238,"May 29, 1984",us,18,Syracuse
3,0.0,Russell Westbrook,PG,6-3,200,"November 12, 1988",us,13,UCLA
4,9.0,Kent Bazemore,SF,6-4,195,"July 1, 1989",us,9,Old Dominion
5,11.0,Malik Monk,SG,6-3,200,"February 4, 1998",us,4,Kentucky
6,20.0,Avery Bradley,SG,6-3,180,"November 26, 1990",us,11,Texas
7,39.0,Dwight Howard,C,6-10,265,"December 8, 1985",us,17,
8,4.0,Rajon Rondo,PG,6-1,180,"February 22, 1986",us,15,Kentucky
9,10.0,DeAndre Jordan,C,6-11,265,"July 21, 1988",us,13,Texas A&M
10,,Talen Horton-Tucker,SG,6-4,234,"November 25, 2000",us,2,Iowa State
11,,Kendrick Nunn,PG,6-2,190,"August 3, 1995",us,2,"Illinois, Oakland"
12,,Sekou Doumbouya (TW),PF,6-8,230,"December 23, 2000",gn,2,
13,,Trevor Ariza,SF,6-8,215,"June 30, 1985",us,17,UCLA
14,,Austin Reaves,G,6-5,206,"May 29, 1998",us,R,"Wichita State, Oklahoma"
15,,Jay Huff (TW),F-C,7-1,240,"August 25, 1998",us,R,Virginia
16,,Wayne Ellington,SG,6-4,207,"November 29, 1987",us,12,UNC
