Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2019-20,23.0,WAS,NBA,SG,18.0,227.0,13.1,0.691,0.821,0.607,2.8,9.0,5.8,5.8,1.6,0.4,10.1,14.5,0.6,0.1,0.6,0.131,-0.6,-0.5,-1.1,0.1
2020-21,24.0,WAS,NBA,SG,64.0,1038.0,9.7,0.635,0.835,0.401,1.6,7.2,4.4,3.1,1.3,0.6,3.5,11.5,1.7,0.6,2.3,0.108,-1.7,-0.6,-2.3,-0.1
2021-22,25.0,HOU,NBA,SG,12.0,346.0,15.3,0.683,0.858,0.255,3.1,8.2,5.7,1.8,1.4,1.6,2.5,14.8,0.9,0.2,1.1,0.156,1.7,-1.0,0.7,0.2
Career,,,NBA,,94.0,1611.0,11.4,0.655,0.84,0.391,2.1,7.7,4.9,3.2,1.4,0.8,4.3,12.6,3.2,0.9,4.1,0.122,-0.8,-0.7,-1.5,0.2
,,,,,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,WAS,NBA,,82.0,1265.0,10.3,0.646,0.833,0.44,1.8,7.5,4.7,3.6,1.4,0.5,4.9,12.0,2.3,0.7,3.0,0.112,-1.5,-0.6,-2.1,0.0
1 season,,HOU,NBA,,12.0,346.0,15.3,0.683,0.858,0.255,3.1,8.2,5.7,1.8,1.4,1.6,2.5,14.8,0.9,0.2,1.1,0.156,1.7,-1.0,0.7,0.2
