,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,15,Carmelo Anthony,SF,6-7,238,"May 29, 1984",United States,1,Syracuse
1,11,Earl Boykins,PG,5-5,135,"June 2, 1976",United States,6,Eastern Michigan
2,7,Greg Buckner,SG,6-4,210,"September 16, 1976",United States,5,Clemson
3,23,Marcus Camby,C,6-11,220,"March 22, 1974",United States,8,UMass
4,56,Francisco Elson,C,7-0,235,"February 28, 1976",Netherlands,1,California
5,12,Luis Flores,PG,6-2,200,"April 11, 1981",Dominican Republic,R,"Rutgers University, Manhattan College"
6,31,Nene Hilario,C,6-11,250,"September 13, 1982",Brazil,2,
7,3,DerMarr Johnson,SG,6-9,201,"May 5, 1980",United States,3,Cincinnati
8,1,Voshon Lenard,SG,6-4,205,"May 14, 1973",United States,9,Minnesota
9,6,Kenyon Martin,PF,6-9,234,"December 30, 1977",United States,4,Cincinnati
10,24,Andre Miller,PG,6-3,200,"March 19, 1976",United States,5,Utah
11,21,Eduardo Najera,PF,6-8,240,"July 11, 1976",Mexico,4,Oklahoma
12,10,Wesley Person,SF,6-6,195,"March 28, 1971",United States,10,Auburn
13,41,Mark Pope,PF,6-10,235,"September 11, 1972",United States,5,"Washington, Kentucky"
14,9,Bryon Russell,SF,6-7,225,"December 31, 1970",United States,11,Cal State Long Beach
15,22,Nikoloz Tskitishvili,PF,7-0,225,"April 14, 1983",Georgia,2,
16,5,Rodney White,SF,6-9,238,"June 28, 1980",United States,3,UNC Charlotte
