,StatType,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Team,65.0,15725,2510,5730,0.438,678,2032,0.334,1832,3698,0.495,1214,1511,0.803,647,2138,2785,1663,534,299,969,1304,6912
1,Team/G,,241.9,38.6,88.2,0.438,10.4,31.3,0.334,28.2,56.9,0.495,18.7,23.2,0.803,10.0,32.9,42.8,25.6,8.2,4.6,14.9,20.1,106.3
2,Lg Rank,,27,29,21,29.0,28,25,29.0,19,8,29.0,9,16,4.0,18,26,24,9,7,20,19,10,28
3,Year/Year,,0.2%,-12.3%,-1.8%,-0.053,-21.3%,-9.2%,-0.051,-8.5%,2.8%,-0.061,14.4%,14.0%,0.003,2.4%,-9.8%,-7.2%,-13.1%,7.8%,-28.2%,4.6%,-6.4%,-9.6%
4,Opponent,65.0,15725,2743,5760,0.476,879,2261,0.389,1864,3499,0.533,1113,1422,0.783,661,2359,3020,1698,536,321,1016,1308,7478
5,Opponent/G,,241.9,42.2,88.6,0.476,13.5,34.8,0.389,28.7,53.8,0.533,17.1,21.9,0.783,10.2,36.3,46.5,26.1,8.2,4.9,15.6,20.1,115.0
6,Lg Rank,,27,23,16,24.0,28,17,30.0,15,11,21.0,11,10,23.0,17,27,26,28,27,17,6,21,24
7,Year/Year,,0.2%,4.4%,-2.7%,0.033,16.1%,3.6%,0.042,-0.4%,-6.4%,0.032,-8.5%,-9.7%,0.01,-5.9%,8.2%,4.8%,7.7%,7.3%,37.3%,16.0%,3.1%,3.4%
