,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,30,Brandon Bass,PF,6-8,250,"April 30, 1985",United States,9,LSU
1,0,Avery Bradley,SG,6-3,180,"November 26, 1990",United States,4,Texas
2,99,Jae Crowder,SF,6-6,235,"July 6, 1990",United States,2,Marquette
3,70,Luigi Datome,SF,6-8,215,"November 27, 1987",Italy,1,
4,8,Jeff Green,SF,6-8,235,"August 28, 1986",United States,6,Georgetown
5,8,Jonas Jerebko,PF,6-10,231,"March 2, 1987",Sweden,4,
6,28,Jameer Nelson,PG,6-0,190,"February 9, 1982",United States,10,Saint Joseph's
7,41,Kelly Olynyk,C,6-11,240,"April 19, 1991",Canada,1,Gonzaga
8,12,Dwight Powell,PF,6-10,240,"July 20, 1991",Canada,R,Stanford
9,26,Phil Pressey,PG,5-11,175,"February 17, 1991",United States,1,Missouri
10,12,Tayshaun Prince,SF,6-9,212,"February 28, 1980",United States,12,Kentucky
11,42,Shavlik Randolph,PF,6-10,240,"November 24, 1983",United States,7,Duke
12,9,Rajon Rondo,PG,6-1,180,"February 22, 1986",United States,8,Kentucky
13,36,Marcus Smart,PG,6-3,220,"March 6, 1994",United States,R,Oklahoma State
14,7,Jared Sullinger,PF,6-9,260,"March 4, 1992",United States,2,Ohio State
15,4,Isaiah Thomas,PG,5-9,185,"February 7, 1989",United States,3,Washington
16,4,Marcus Thornton,SG,6-4,205,"June 5, 1987",United States,5,LSU
17,11,Evan Turner,SG,6-6,220,"October 27, 1988",United States,4,Ohio State
18,45,Gerald Wallace,SF,6-7,215,"July 23, 1982",United States,13,Alabama
19,12,Brandan Wright,PF,6-10,210,"October 5, 1987",United States,6,UNC
20,13,James Young,SG,6-6,215,"August 16, 1995",United States,R,Kentucky
21,44,Tyler Zeller,C,7-0,253,"January 17, 1990",United States,2,UNC
