,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,8,Chucky Atkins,PG,5-11,160,"August 14, 1974",United States,9,South Florida
1,4,Nick Collison,C,6-10,255,"October 26, 1980",United States,4,Kansas
2,35,Kevin Durant,SF,6-10,240,"September 29, 1988",United States,1,Texas
3,22,Jeff Green,PF,6-8,235,"August 28, 1986",United States,1,Georgetown
4,51,Steven Hill,PF,7-0,248,"November 14, 1985",United States,R,Arkansas
5,12,Nenad Krstic,C,7-0,240,"July 25, 1983",Serbia,4,
6,14,Shaun Livingston,PG,6-7,192,"September 11, 1985",United States,3,
7,34,Desmond Mason,SG,6-7,224,"October 11, 1977",United States,8,Oklahoma State
8,27,Johan Petro,C,7-0,247,"January 27, 1986",France,3,
9,9,Malik Rose,PF,6-7,250,"November 23, 1974",United States,12,Drexel
10,2,Thabo Sefolosha,SG,6-6,215,"May 2, 1984",Switzerland,2,
11,18,Mouhamed Sene,C,6-11,230,"May 12, 1986",Senegal,2,
12,7,Joe Smith,C,6-10,225,"July 26, 1975",United States,13,Maryland
13,31,Robert Swift,C,7-0,245,"December 3, 1985",United States,3,
14,25,Earl Watson,PG,6-1,195,"June 12, 1979",United States,7,UCLA
15,5,Kyle Weaver,SG,6-6,201,"February 18, 1986",United States,R,Washington State
16,0,Russell Westbrook,PG,6-3,200,"November 12, 1988",United States,R,UCLA
17,3,DJ White,PF,6-9,251,"August 31, 1986",United States,R,Indiana
18,54,Chris Wilcox,C,6-10,221,"September 3, 1982",United States,6,Maryland
19,21,Damien Wilkins,SG,6-6,225,"January 11, 1980",United States,4,"NC State, Georgia"
