,StatType,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,OppeFG%,OppTOV%,DRB%,OppFT/FGA,Arena,Attendance
0,Team,15,67,20,62,-8.18,-0.23,-8.41,103.0,111.8,91.8,0.274,0.231,0.479,14.1,27.1,0.204,0.52,13.2,71.4,0.225,BMO Harris Bradley Center,552067
1,Lg Rank,30,1,29,29,29.0,17.0,29.0,26.0,30.0,24.0,16.0,24.0,26.0,23.0,12.0,17.0,28.0,19.0,29.0,19.0,,30
