,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,19,Leandro Barbosa,SG,6-3,194,"November 28, 1982",Brazil,11,
1,40,Harrison Barnes,SF,6-8,225,"May 30, 1992",United States,2,UNC
2,12,Andrew Bogut,C,7-0,260,"November 28, 1984",Australia,9,Utah
3,30,Stephen Curry,PG,6-3,185,"March 14, 1988",United States,5,Davidson
4,31,Festus Ezeli,C,6-11,255,"October 21, 1989",Nigeria,1,Vanderbilt
5,23,Draymond Green,PF,6-6,230,"March 4, 1990",United States,2,Michigan State
6,7,Justin Holiday,SG,6-6,180,"April 5, 1989",United States,1,Washington
7,9,Andre Iguodala,SF,6-6,215,"January 28, 1984",United States,10,Arizona
8,1,Ognjen Kuzmic,C,7-1,251,"May 16, 1990",Bosnia & Herzegovina,1,
9,10,David Lee,PF,6-9,245,"April 29, 1983",United States,9,Florida
10,34,Shaun Livingston,PG,6-7,192,"September 11, 1985",United States,9,
11,20,James Michael McAdoo,PF,6-9,230,"January 4, 1993",United States,R,UNC
12,4,Brandon Rush,SG,6-6,220,"July 7, 1985",United States,6,Kansas
13,5,Marreese Speights,C,6-10,255,"August 4, 1987",United States,6,Florida
14,11,Klay Thompson,SG,6-6,215,"February 8, 1990",United States,3,Washington State
