,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,4,Tony Battie,C,6-11,230,"February 11, 1976",United States,6,Texas Tech
1,1,Carlos Boozer,PF,6-9,258,"November 20, 1981",Germany,1,Duke
2,3,JR Bremer,PG,6-2,185,"September 19, 1980",United States,1,St. Bonaventure
3,5,Kedrick Brown,SF,6-7,222,"March 18, 1981",United States,2,Okaloosa-Walton Community College
4,8,Mateen Cleaves,PG,6-2,205,"September 7, 1977",United States,3,Michigan State
5,31,Ricky Davis,SG,6-6,195,"September 23, 1979",United States,5,Iowa
6,52,DeSagana Diop,C,7-0,300,"January 30, 1982",Senegal,2,
7,11,Zydrunas Ilgauskas,C,7-3,238,"June 5, 1975",Lithuania,5,
8,23,LeBron James,SG,6-9,250,"December 30, 1984",United States,R,
9,24,Jason Kapono,SF,6-8,213,"February 4, 1981",United States,R,UCLA
10,32,Jelani McCoy,C,6-10,245,"December 6, 1977",United States,5,UCLA
11,0,Jeff McInnis,PG,6-4,190,"October 22, 1974",United States,6,UNC
12,4,Chris Mihm,PF,7-0,265,"July 16, 1979",United States,3,Texas
13,21,Darius Miles,SF,6-9,210,"October 9, 1981",United States,3,
14,54,Lee Nailon,SF,6-9,238,"February 22, 1975",United States,3,"Butler County Community College, TCU"
15,14,Ira Newble,SF,6-7,220,"January 20, 1975",United States,3,Miami University
16,12,Kevin Ollie,PG,6-4,195,"December 27, 1972",United States,6,UConn
17,13,Michael Stewart,PF,6-10,230,"April 25, 1975",France,6,California
18,41,Bruno Sundov,C,7-2,220,"February 10, 1980",Croatia,5,
19,2,Dajuan Wagner,SG,6-2,200,"February 4, 1983",United States,1,Memphis
20,55,Eric Williams,SF,6-8,220,"July 17, 1972",United States,8,"Vincennes University, Providence"
