,StatType,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,OppeFG%,OppTOV%,DRB%,OppFT/FGA,Arena,Attendance
0,Team,58,24,64,18,8.43,-0.08,8.35,109.2,99.9,89.8,0.313,0.247,0.521,13.6,24.2,0.235,0.471,14.0,75.7,0.201,AT&T Center,764823
1,Lg Rank,3,28,1,1,1.0,16.0,1.0,5.0,2.0,27.0,20.0,6.0,2.0,10.0,27.0,20.0,2.0,20.0,3.0,1.0,,9
