,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,5,Will Barton,SF,6-6,181,"January 6, 1991",us,7,Memphis
1,6,Keita Bates-Diop,SF,6-8,229,"January 23, 1996",us,1,Ohio State
2,25,Malik Beasley,SG,6-4,187,"November 26, 1996",us,3,Florida State
3,10,Bol Bol,PF,7-2,220,"November 16, 1999",sd,R,Oregon
4,31,Vlatko Cancar,PF,6-8,236,"April 10, 1997",si,R,
5,25,Tyler Cook,SF,6-8,255,"September 23, 1997",us,R,Iowa
6,3,Torrey Craig,SF,6-7,221,"December 19, 1990",us,2,USC Upstate
7,30,Troy Daniels,SG,6-4,200,"July 15, 1991",us,6,VCU
8,35,PJ Dozier,SG,6-6,205,"October 25, 1996",us,2,South Carolina
9,9,Jerami Grant,PF,6-8,210,"March 12, 1994",us,5,Syracuse
10,14,Gary Harris,SG,6-4,210,"September 14, 1994",us,5,Michigan State
11,41,Juan Hernangomez,PF,6-9,214,"September 28, 1995",es,3,
12,15,Nikola Jokic,C,6-11,284,"February 19, 1995",rs,4,
13,52,Jordan McRae,SG,6-5,179,"March 28, 1991",us,3,Tennessee
14,4,Paul Millsap,PF,6-7,257,"February 10, 1985",us,13,Louisiana Tech
15,11,Monte Morris,PG,6-2,183,"June 27, 1995",us,2,Iowa State
16,27,Jamal Murray,PG,6-3,215,"February 23, 1997",ca,3,Kentucky
17,"7, 24",Mason Plumlee,C,6-11,254,"March 5, 1990",us,6,Duke
18,1,Michael Porter,SF,6-10,218,"June 29, 1998",us,R,Missouri
19,6,Jarred Vanderbilt,PF,6-9,214,"April 3, 1999",us,1,Kentucky
20,32,Noah Vonleh,C,6-10,257,"August 24, 1995",us,5,Indiana
